geonameid	name	asciiname	alternatenames	latitude	longitude	feature_class	feature_code	country_code	cc2	admin1_code	admin2_code	admin3_code	admin4_code	population	elevation	dem	timezone	modification_date
124622	Maşīrī	Masiri	Masiri,Masīrī,Maşīrī,msyry,مصیری	30.24493	51.52158	P	PPLA2	IR		07				0		916	Asia/Tehran	2022-02-17
124647	Bardsīr	Bardsir	Bardesir,Bardesīr,Bardsir,Bardsīr,Deh-e Now-e Mashiz,Deh-e Now-e Mashīz,Mashiz,Mashīz,Mshiz,Qal`eh-ye Mashiz,Qal‘eh-ye Mashīz,brdsyr,بردسیر	29.92266	56.57433	P	PPLA2	IR		29				25152	2047	2049	Asia/Tehran	2026-06-28
124665	Mashhad	Mashhad	Alexandria,MHD,Masant,Masat,Maschhad,Mashad,Mashado,Mashhad,Mashkhad,Masyhad,Maxhad,Maŝhado,Maşat,Mašhad,Mașhad,Meixad,Meshed,Mesheda,Meshedas,Meshkhed,MeshkhӀed,Meszhed,Mexed,Meşhed,Mešheda,Mešhedas,Məshəd,Məşhəd,Sanaabad,ma shen ha de,mach had,macukat,masahada,mashuhado,masyuhadeu,meshhedi,mshd,mshhd,snabad,Μασάντ,Машхад,Машҳад,Мешхед,МешхӀед,Мешһед,Мәшһәд,Մաշհադ,משהד,سناباد,مشهد,مشہد,مەشھەد,मशहद,মাশহাদ,ਮਸ਼ਹਦ,மசுகாத்,മശ്‌ഹദ്,มัชฮัด,მეშჰედი,マシュハド,馬什哈德,마슈하드	36.29807	59.60567	P	PPLA	IR		42				2307177		980	Asia/Tehran	2025-03-09
124721	Marvdasht	Marvdasht	Marvdasht,Mervdesht,mrwdsht,Мервдешт,مرودشت	29.87407	52.80258	P	PPLA2	IR		07				148858		1603	Asia/Tehran	2026-01-18
124724	Marvast	Marvast	Dabestan-e Khvajeh Marvast,Dabestān-e Khvājeh Marvast,Marvas,Marvast,mrwst,مروست	30.47833	54.21167	P	PPL	IR		40				9379		1540	Asia/Tehran	2026-04-28
124771	Mārgown	Margown	Maregun,Margown,Marjan,Markan,Māregūn,Mārgown,Mārjān,Mārkān,margwn,marjan,markan,مارجان,ماركان,مارگون	30.99237	51.08253	P	PPLA2	IR		05				3135		2345	Asia/Tehran	2026-06-01
124778	Marīvān	Marivan	Dezh Shahpur,Dezh Shapoor,Dezh Shāhpūr,Marivan,Marīvān,Merivan,Qal`eh-ye Marivan,Qal‘eh-ye Marīvān,dizh shahpwr,mrywan,Мериван,دِژ شاهپور,قَلعِۀ مَريوان,مریوان	35.51829	46.18298	P	PPLA2	IR		16				136654	1310	1306	Asia/Tehran	2026-09-14
124862	Marand	Marand	Marand,Morand,mrnd,Маранд,مرند	38.4329	45.7749	P	PPLA2	IR		33				124191		1322	Asia/Tehran	2014-09-04
124877	Marāgheh	Maragheh	ACP,Maragheh,Maraghen,Marāgheh,Marāghen,Merage,mraghh,Мераге,مراغه	37.39206	46.23909	P	PPLA2	IR		33				262604		1455	Asia/Tehran	2026-09-14
124914	Manūjān	Manujan	Jarian,Jārīān,Manujan,Manūjān,Posht Qalat,Posht Qalāt,Qal`eh-ye Manujan,Qal‘eh-ye Manūjān,jaryan,mnwjan,جاریان,منوجان	27.39893	57.49722	P	PPLA2	IR		29				15634		354	Asia/Tehran	2026-06-30
125016	Ma‘mūlān	Ma'mulan	Ma`mulan,Mamulun,Ma‘mūlān,Māmūlūn,mamwlwn,مامولون,معمولان	33.3793	47.9596	P	PPL	IR		23				7656		897	Asia/Tehran	2026-03-13
125077	Māl Khalīfeh	Mal Khalifeh	Deh Khalifa,Deh Khalīfa,Deh-e Khalifeh,Deh-e Khalīfeh,Mal Khalifeh,Mal-e Khalifeh,Māl Khalīfeh,Māl-e Khalīfeh,dh khlyf,dh khlyfh,mal khlyfh,دِه خَلیفَ,دِهِ خَلیفِه,مال خلیفه,مال خَلیفِه	31.2908	51.26026	P	PPL	IR		03				4024		1979	Asia/Tehran	2026-05-05
125112	Malekān	Malekan	Malek Kandi,Malek Kandī,Malekan,Malekān,Malik Kandi,Malikkand,malik kandy,mlkan,ملکان,مَلِك كَندی	37.14258	46.10345	P	PPLA2	IR		33				27431		1299	Asia/Tehran	2026-03-04
125185	Malāyer	Malayer	Daulatabad,Daūlatābād,Dowlatabad,Dowlatābād,Malayer,Malāyer,Melajer,mlayr,Мелайер,ملایر	34.30158	48.82166	P	PPLA2	IR		09				170237		1760	Asia/Tehran	2026-09-14
125188	Malārd	Malard	Malar,Malard,Malār,Malārd,Melard,Melārd,malar,mlard,ملارد,مَلار	35.6659	50.9767	P	PPLA2	IR		26				56745		1163	Asia/Tehran	2024-07-24
125205	Maku	Maku	IMQ,Maku,Mākū,ma ku,makw,makۆ,Маку,Մակու,ماكو,ماکو,ماکۆ,馬庫	39.28992	44.46035	P	PPLA2	IR		01				46581		1304	Asia/Tehran	2026-05-20
125290	Māhneshān	Mahneshan	Mah Neshan,Mahneshan,Māh Neshān,Māhneshān,mah nshan,mahnshan,ماه نشان,ماهنشان	36.7444	47.6725	P	PPLA2	IR		36				5487		1300	Asia/Tehran	2026-07-29
125328	Maḩmūdābād	Mahmudabad	Mahmudabad,Maḩmūdābād,mhmwd abad,محمود آباد	36.63191	52.26286	P	PPLA2	IR		35				31844		-23	Asia/Tehran	2025-05-12
125438	Maḩallāt	Mahallat	Mahallat,Mahallat Bala,Mahallat-e Bala,Mahallāt Bāla,Maḩallāt,Maḩallāt-e Bālā,mhlat,محلات	33.91108	50.45317	P	PPLA2	IR		34				43245		1751	Asia/Tehran	2026-04-25
125446	Mahābād	Mahabad	Mahabad,Mahābād,Makhabad,Mehabad,Mehābād,Saujbulagh,Sāūjbulāgh,mah abad,mhabad,mih abad,Махабад,مهاباد,مَه آباد,مِه آباد	36.7631	45.7222	P	PPL	IR		01				168393		1324	Asia/Tehran	2026-06-14
125609	Lordegān	Lordegan	Lord Jan,Lordagan,Lordagān,Lordajan,Lordajān,Lordakan,Lordakān,Lordegan,Lordegān,Lordgan,Lordgān,Lurdagan,Lurdagān,lrdgan,lurd jan,لردگان,لُرد جَن	31.51338	50.82672	P	PPLA2	IR		03				40528	1764	1588	Asia/Tehran	2026-04-01
125686	Līlāb	Lilab	Lilab,Lilan,Lilyan,Līlāb,Līlān,lylab,لیلاب	38.669	46.2113	P	PPL	IR		33				764		1372	Asia/Tehran	2026-03-02
125688	Līkak	Likak	Lak Lak,Lakak,Likak,Likak-e Bahmani,Lirkak,Līkak,Līkak-e Bahmanī,Līrkak,Qal`eh-i-Likak,Qal`eh-ye Likak,Qal‘eh-i-Likak,Qal‘eh-ye Līkak,Seh Laklak,lykk,lykk bhmny,ليکک,لیکک بهمنی	30.8949	50.0931	P	PPLA2	IR		05				19857		652	Asia/Tehran	2025-10-15
125726	Landeh	Landeh	Landeh,Lendeh,Lindeh,Lindsh,lndh,لنده	30.98215	50.4206	P	PPLA2	IR		05				12772		776	Asia/Tehran	2025-05-12
125877	Lār	Lar	LRR,Lar,Larestan,Lār,Shahr-e Qadim-e Lar,Shahr-e Qadīm-e Lār,lar,shhr qdym lar,شهر قدیم لار,لار	27.68336	54.34172	P	PPLA2	IR		07				62045		818	Asia/Tehran	2026-01-07
125897	Langarūd	Langarud	Langarood,Langarud,Langarūd,Langerud,Langerūd,Shahr-e Langarud,Shahr-e Langarūd,lngrwd,لنگرود	37.19548	50.15263	P	PPLA2	IR		08				68148		-19	Asia/Tehran	2024-07-18
125926	Lamerd	Lamerd	LFM,Lamard,Lamerd,Lāmard,Lāmerd,lamrd,لامرد	27.334	53.179	P	PPLA2	IR		07	449590			29380		425	Asia/Tehran	2026-04-22
125938	Lālī	Lali	Dasht-e Lali,Dasht-e Lati,Dasht-e Lālī,Lali,Lali Pelayen,Lālī,Lālī Pelāyen,dsht laly,laly,دشت لالی,لالی	32.32981	49.09324	P	PPLA2	IR		15				18473		381	Asia/Tehran	2026-04-28
126015	Lāhījān	Lahijan	Lahijan,Lakhidzhan,Lāhījān,lahyjan,Лахиджан,لاهیجان	37.20416	50.00919	P	PPLA2	IR		08	449662			101073	4	4	Asia/Tehran	2026-09-14
126082	Kūt-e ‘Abdollāh	Kut-e 'Abdollah	Kut Abdullah,Kut `Abdollah,Kut-e `Abdollah,Kut-e-Abdollah,Kut-e-`Abd Allah,Kūt Abdullah,Kūt ‘Abdollāh,Kūt-e ‘Abdollāh,Kūt-e-Abdollāh,Kūt-e-‘Abd Allāh,کوت عبدالله	31.23917	48.65639	P	PPLA2	IR		15				56252		36	Asia/Tehran	2026-06-07
126409	Kūhdasht	Kuhdasht	Kuh-i-Dasht,Kuhdasht,Kūh-ī-Dasht,Kūhdasht,kwhdsht,کوهدشت	33.53335	47.60999	P	PPLA2	IR		23				89091		1190	Asia/Tehran	2026-03-05
126411	Kūhbanān	Kuhbanan	Koobanan,Kuh Banan,Kuh Baneh,Kuhbanan,Kuhbonan,Kūh Baneh,Kūh Banān,Kūhbanān,Kūhbonān,kwhbnan,کوهبنان	31.41029	56.28255	P	PPLA2	IR		29				10761		1990	Asia/Tehran	2026-01-01
126572	Kord Kūy	Kord Kuy	Kord Ku,Kord Kuy,Kord Kū,Kord Kūy,Kordkuy,Kurd Kui,Kurd Kūi,krd kwy,krdkwy,kurd kw,كردكوی,كُرد كو,کرد کوی	36.79307	54.11214	P	PPLA2	IR		37				39881		-2	Asia/Tehran	2026-06-09
126715	Komījān	Komijan	Khumajan,Khūmajān,Komazan,Komejan,Komejān,Komeyjan,Komeyjān,Komijan,Komizan,Komāzān,Komījān,Komīzān,Kumizan,Kūmīzān,kmyjan,كميجان	34.72142	49.32653	P	PPLA2	IR		34				7358		1782	Asia/Tehran	2026-05-20
126962	Kīā Kolā	Kia Kola	Jadid ol Eslam,Jadīd ol Eslām,Kia Kala,Kia Kola,Kiya Kala,Kīyā Kalā,Kīā Kalā,Kīā Kolā,kya kla,كيا كلا	36.58028	52.81253	P	PPLA2	IR		35				8040		-4	Asia/Tehran	2026-03-04
126972	Khūy	Khuy	KHY,Khoi,Khoj,Khowy,Khoy,Khvoy,khwy,Хой,خوی	38.5503	44.9521	P	PPLA2	IR		01				198845		1143	Asia/Tehran	2026-09-14
127014	Khūrmūj	Khurmuj	Khormoj,Khormuj,Khormūj,Khowr Muj,Khowr Mūj,Khowrmuj,Khowrmūj,Khurmoj,Khurmudj,Khurmuj,Khūrmūj,khwrmwj,خورموج	28.6543	51.38	P	PPLA2	IR		22				40722		56	Asia/Tehran	2026-05-13
127029	Khūr	Khur	Khowr,Khur,Khvor,Khūr,khwr,خور	33.77512	55.08329	P	PPLA2	IR		28				6765		831	Asia/Tehran	2026-05-13
127033	Khānsār	Khansar	Khansar,Khavansar,Khonsar,Khunsar,Khvansar,Khvonsar,Khvonsār,Khvānsār,Khūnsār,Shahr-e Khvonsar,Shahr-e Khvonsār,khwansar,خوانسار	33.22052	50.31497	P	PPLA2	IR		28				21883		2230	Asia/Tehran	2026-06-15
127098	Khūsf	Khusf	Khoosaf,Khusef,Khusf,Khūsef,Khūsf,khwsf,خوسف	32.78108	58.89002	P	PPLA2	IR		41				5716		1309	Asia/Tehran	2026-02-17
127129	Khowr	Khowr	Kharu,Kharū,Khowr,Khur,Khūr,khrw,khwr,خرو,خور	35.46265	58.05727	P	PPL	IR		42				0		1560	Asia/Tehran	2024-07-25
127319	Khorramshahr	Khorramshahr	Al-Muhammarah,Choremsehras,Choremšehras,Chorramsahr,Chorramschahr,Chorramszahr,Chorramšahr,Horamsaher,Horamšaher,Huerremsehr,Hürremşehr,Jorramchar,Khoramshahr,Khorram Shahr Abadan,Khorram Shahr Ābādān,Khorramchahre,Khorramshahr,Khorramxahr,Khorremshekhr,Khunin Shahr,Khurramshahr,Khūnīn Shahr,Koramshar,Koramsjar,Mohammerah,Muhammerah,Xürrəmşəhr,alkhrmshhr,bndr khrmshhr,horramushafuru,huo la mu sha he er,khrmshhr,khurramasahara,Корамшар,Хорремшехр,Хуррамшаҳр,الخرمشهر,بندر خرمشهر,خرمشهر,خرمشھر,खुर्रमशहर,ホッラムシャフル,霍拉姆沙赫尔	30.44079	48.18428	P	PPLA2	IR		15				330606		4	Asia/Tehran	2026-05-21
127349	Khorramabad	Khorramabad	KHD,Khorramabad,Khorramābād,Khur Ramabad,Khur Ramābād,Khurramobod,khrm abad,Хуррамобод,خرم آباد	33.48778	48.35583	P	PPLA	IR		23				329825		1182	Asia/Tehran	2026-08-30
127382	Khonj	Khonj	Khonj,Khunj,Khunji,khnj,خنج	27.8913	53.4344	P	PPLA2	IR		07				19217	670	671	Asia/Tehran	2026-05-21
127389	Khondāb	Khondab	Khandab,Khondab,Khondāb,Khāndāb,khandab,khndab,خانداب,خنداب	34.3928	49.1841	P	PPLA2	IR		34				7810		1695	Asia/Tehran	2025-05-13
127403	Khomeyn	Khomeyn	Khomein,Khomeyn,Khomeīn,Khowmeyn,Khumain,Khūmaīn,khmyn,خمين	33.63889	50.08003	P	PPLA2	IR		34				77425		1809	Asia/Tehran	2018-11-06
127409	Khomārlū	Khomarlu	Khomarlu,Khomārlū,khmarlw,خمارلو	39.15889	47.03288	P	PPLA2	IR		33				1902		295	Asia/Tehran	2026-04-22
127415	Khomām	Khomam	Bazar Khomam,Bazar-i-Khuman,Bāzār Khomām,Bāzār-i-Khuman,Khemam,Khomam,Khomām,khmam,خمام	37.39016	49.65846	P	PPL	IR		08				20897		-15	Asia/Tehran	2026-02-27
127613	Kherāmeh	Kherameh	Karameh,Kharameh,Kharāmeh,Kherameh,Kherāmeh,khramh,خرامه	29.49896	53.31199	P	PPLA2	IR		07	9520866			18477		1593	Asia/Tehran	2026-09-03
127992	Bandar-e Khamīr	Bandar-e Khamir	Bandar-e Khamir,Bandar-e Khamīr,Khamir,Khamīr,Xamir,bandari khamyr,bndr khmyr,bndrkhmyr,khamyr,بندر خمير,بندرخمير,بَندَرِ خَمير,خَمير	26.9521	55.5851	P	PPLA2	IR		11				15320		16	Asia/Tehran	2026-05-20
128008	Khalkhāl	Khalkhal	Harau,Harowabad,Herau,Herauabad,Heroabad,Herow,Herowabad,Herowābād,Heroābād,Hirabad,Hirābād,Khalkhal,Khalkhāl,hrw abad,khlkhal,خلخال,هرو آباد	37.61837	48.52928	P	PPLA2	IR		32				51024		1795	Asia/Tehran	2024-07-24
128025	Khalīlābād	Khalilabad	Khalilabad,Khalīlābād,khlyl abad,خلیل آباد	35.25395	58.28566	P	PPLA2	IR		42				12751		980	Asia/Tehran	2026-06-10
128226	Kermanshah	Kermanshah	Bahtaran,Bakhtaran,Bākhtarān,KSH,Kermansah,Kermansaho,Kermanschah,Kermanshah,Kermanshahan,Kermanshakh,Kermanŝaho,Kermanšah,Kermânsâh,Kermānschāh,Kermānshāh,Kermānshāhān,Kirmansah,Kirmanşah,Kirmasan,Kirmaşan,Province de Kermanshah,Provincia de Kermanshah,Provinco Kermansah,Provinco Kermanŝah,Província de Kermanshah,Qahremanshahr,Qahremānshahr,astan krmanshah,ke er man sha he,kerumansha,krmanshah,Керманшах,Кирмоншоҳ,Устони Кирмоншоҳ,استان کرمانشاه,كرمانشاه,کرمانشاه,ケルマーンシャー,克尔曼沙赫	34.31417	47.065	P	PPLA	IR		13				621100		1392	Asia/Tehran	2024-07-17
128234	Kerman	Kerman	Carmana,Dakbayan sa Kerman,Dakbayan sa Kermān,KER,Kerman,Kermanas,Kermano,Kermon,Kermán,Kermān,Kirman,Kirmon,karmana,ke er man,keleuman,kermani,keruman,krman,Керман,Кирмон,Կերման,כרמאן,كرمان,کرمان,कर्मान,ქერმანი,ケルマーン,克尔曼,케르만	30.28321	57.07879	P	PPLA	IR		29				577514		1760	Asia/Tehran	2024-07-24
128252	Kerend-e Gharb	Kerend-e Gharb	Karand,Karind,Karīnd,Kerend,Kerend-e Gharb,krnd ghrb,کرند غرب	34.2842	46.2423	P	PPLA2	IR		13				0		1588	Asia/Tehran	2014-09-04
128321	Kāzerūn	Kazerun	Kasrun,Kazarun,Kazeroun,Kazerun,Kazeruna,Kāzarūn,Kāzerūn,kazrwn,Казеруна,كازرون	29.61919	51.6535	P	PPLA2	IR		07				112360		846	Asia/Tehran	2026-07-13
128447	Kāshmar	Kashmar	Kashmar,Kashmer,Khashmar,Kāshmar,Soultanabad,Torshiz,Torshīz,Turshiz,Turshīz,kashmr,Кашмер,کاشمر	35.23831	58.46558	P	PPLA2	IR		42				131517		1054	Asia/Tehran	2026-09-14
128747	Karaj	Karaj	Heredi,Karadj,Karadje,Karadsch,Karadz,Karadzs,Karadż,Karadž,Karago,Karaj,Karatz,Karaĝo,Karej,Kerec,Keredi,Keredzas,Keredzh,Keredžas,Kerezh,Kərəc,Leredi,PYK,QKC,Qasabeh-e Karaj,Qaşabeh-e Karaj,ka la ji,kairaija,kalaji,karaj,karaji,kha rac,krj,kyaraji,qasabihi karaj,Καράτζ,Карай,Караџ,Караҷ,Кередж,Кереж,כאראג,قَصَبِهِ كَرَج,كرج,کرج,کەرەج,कैरैज,கராஜ்,คาราจ,ქარაჯი,キャラジ,卡拉季,카라지	35.83266	50.99155	P	PPLA	IR		44				1448075		1341	Asia/Tehran	2021-08-20
128831	Kangāvar	Kangavar	Kangavar,Kangāvar,kngawr,کنگاور	34.5043	47.9653	P	PPLA2	IR		13				51352		1476	Asia/Tehran	2026-04-25
128847	Bandar-e Kangān	Bandar-e Kangan	Bandar-e Kangan,Bandar-e Kangān,KNR,Kangan,Kangun,Kangān,bndri kngan,kngan,بندرِ كنگان,كنگان	27.83434	52.06306	P	PPLA2	IR		22				60187		11	Asia/Tehran	2026-04-22
128905	Kāmyārān	Kamyaran	Kamyaran,Kāmyārān,kamyaran,کامیاران	34.79535	46.93682	P	PPLA2	IR		16				57077		1433	Asia/Tehran	2026-05-21
129201	Kaleybar	Kaleybar	Kaleybar,Kalibar,Kalipar,Kalībar,Keleibar,Keleivar,klybr,کليبر	38.86509	47.03909	P	PPLA2	IR		33				0		1148	Asia/Tehran	2018-05-22
129512	Kalāleh	Kalaleh	KLM,Kalalah,Kalaleh,Kalālah,Kalāleh,klalh,كلاله	37.37899	55.493	P	PPLA2	IR		37				33700		152	Asia/Tehran	2024-07-24
129904	Kabūdarāhang	Kabudarahang	Kaboodrahang,Kabud Rahang,Kabudarahang,Kabutarahang,Kabūd Rāhang,Kabūdarāhang,Kabūtarāhang,kbwdr ahng,کبودر آهنگ	35.20924	48.72341	P	PPLA2	IR		09				19216		1670	Asia/Tehran	2026-04-25
129929	Eyvān	Eyvan	Aiwan,Aīwān,Bagh-e Shah,Bagh-i-Shah,Bāgh-e Shāh,Bāgh-ī-Shāh,Eyvan,Eyvan-e Gharb,Eyvān,Eyvān-e Gharb,Ivan,Juy Zar,Jūy Zar,aywan,aywan ghrb,baghi shah,jwy zar,Īvān,ايوان,ایوان غرب,باغِ شاه,جوی زَر	33.8272	46.3097	P	PPLA2	IR		10				31299		1184	Asia/Tehran	2026-05-13
129931	Jūyom	Juyom	Juwun,Juwūn,Juyom,Juyum,Jūyom,Jūyum,Zhoyum,Zhoyūm,jwym,جویم	28.2548	53.98112	P	PPLA2	IR		07				8010		861	Asia/Tehran	2026-06-06
129933	Jūybār	Juybar	Baghlu,Bāghlū,Juybar,Jūybār,jwybar,جويبار	36.64088	52.91206	P	PPLA2	IR		35				32924		-7	Asia/Tehran	2026-05-16
130081	Julfa	Julfa	Culfa,Dzhulfi,Jolfa,Jolfā,Julfa,jlfa,julfa,جلفا,جُلفا	38.93788	45.63329	P	PPL	IR		33				8810		704	Asia/Tehran	2026-07-17
130091	Joghtāy	Joghtay	Jaghatai,Jaghatāi,Joghatay,Joghatāy,Joghtay,Joghtāy,jghtay,جغتای	36.63619	57.07284	P	PPLA2	IR		42				9268		1360	Asia/Tehran	2026-08-31
130276	Jask	Jask	Bandar-e Jask,Bandar-e Jāsk,JSK,Jask,Jāsk,bndri jask,jask,بندرِ جاسک,جاسک	25.64533	57.77552	P	PPLA2	IR		11				16680		5	Asia/Tehran	2026-05-16
130451	Jam	Jam	Jam,Jam-e Jam,Jamm,Jām-e Jam,Velayat,Velāyat,jami jam,jm,wlayt,جامِ جَم,جم,ولایت	27.82977	52.32518	P	PPLA2	IR		22				31436		622	Asia/Tehran	2025-05-12
130524	Jājarm	Jajarm	Jajarm,Jājarm,jajrm,جاجرم	36.95012	56.38005	P	PPLA2	IR		43				19580		933	Asia/Tehran	2026-05-22
130531	Jahrom	Jahrom	Do,Dzhekhrom,JAR,Jahrom,Jahrum,Jahrūm,dw,jhrm,Джехром,جهرم,دو	28.5	53.5605	P	PPLA2	IR		07				141634	1050	1040	Asia/Tehran	2026-09-14
130697	Īz̄eh	Izeh	Ize,Izeh,Malamir,Malāmir,aydhh,Īz̄eh,Изе,ایذه	31.83027	49.86756	P	PPLA2	IR		15				119399		825	Asia/Tehran	2026-09-14
130802	Īlām	Ilam	Elam,Elām,IIL,Ilam,ailam,aylam,ylam,Īlām,Илам,اِلام,ایلام,يلام	33.6374	46.4227	P	PPLA	IR		10				140940		1403	Asia/Tehran	2017-02-08
130821	Hoveyzeh	Hoveyzeh	Havizeh,Hawiza,Hawizeh,Hawīzeh,Hovayze,Hovayzeh,Hoveyzeh,Huzgan,Hūzgān,hwyzh,هویزه	31.4619	48.074	P	PPLA2	IR		15				19481		15	Asia/Tehran	2026-04-28
130854	Hūrānd	Hurand	Howrand,Howrānd,Hurand,Hūrānd,hwrand,هوراند	38.86125	47.36797	P	PPL	IR		33				0		1105	Asia/Tehran	2024-07-18
131508	Ḩesāmī	Hesami	Hesami,hsamy,حسامی,Ḩesāmī	29.96919	53.87416	P	PPL	IR		07				0		2076	Asia/Tehran	2014-08-05
131528	Herīs	Heris	Haris,Harīs,Heris,Herīs,Hiriz,hrys,هريس	38.24816	47.11678	P	PPLA2	IR		33				10515		1904	Asia/Tehran	2026-05-21
131559	Hendījān	Hendijan	Hendeyan,Hendeyān,Hendian,Hendijan,Hendijan Kuchek,Hendijar,Hendījān,Hendījān Kūchek,Hendījār,Hendīān,Hindian,Hindijan,Hindīān,hndyjan,هندیجان	30.2363	49.7119	P	PPLA2	IR		15				29015		9	Asia/Tehran	2026-04-28
131691	Hashtgerd	Hashtgerd	Ashjird,Hashtgerd,Hashtjerd,Hashtjird,hashtjird,hshtgrd,هشتگرد,هَشتجِرد	35.962	50.6799	P	PPLA2	IR		44	449510			55640		1272	Asia/Tehran	2026-04-22
131962	Harsīn	Harsin	Harsin,Harsīn,hrsyn,هرسین	34.2721	47.5861	P	PPLA2	IR		13				57647		1551	Asia/Tehran	2024-07-24
132105	Ḥamīdiyeh	Hamidiyeh	Allah,Allāh,Hamidiya,Hamidiyeh,Illah,hmydyh,حمیدیه,Ḩamīdīyeh	31.48285	48.4332	P	PPLA2	IR		15				22057		17	Asia/Tehran	2026-04-28
132144	Hamadān	Hamadan	Ecbatana,HDM,Hamadan,Hamadān,Hamedan,Hamedān,Khamadan,hmdan,Хамадан,همدان	34.79922	48.51456	P	PPLA	IR		09				528256		1820	Asia/Tehran	2024-07-22
132380	Ḩājjīābād	Hajjiabad	Hajiabad,Hajjiabad,Hājīābād,hajy abad,حاجی آباد,Ḩājjīābād	28.35735	54.42335	P	PPLA2	IR		07				21675		1033	Asia/Tehran	2026-05-13
132382	Ḩājjīābād	Hajjiabad	Hajjiabad,hajy abad,حاجی آباد,Ḩājjīābād	28.3091	55.9017	P	PPLA2	IR		11				23309		926	Asia/Tehran	2023-04-12
132428	Haftkel	Haftkel	Haftgel,Haftkel,hftgl,hftkl,هفتکل,هفتگل	31.44686	49.52951	P	PPLA2	IR		15				15802		298	Asia/Tehran	2025-07-02
132892	Gorgān	Gorgan	Asterabad,Asterābād,GBT,Gorgan,Gorgān,Gurgan,Gurgon,Gūrgān,Hirkanio,aastir abad,grgan,gwrgan,Горган,Гургон,اَستِر آباد,گرگان,گورگان	36.8427	54.44391	P	PPLA	IR		37				244937		140	Asia/Tehran	2024-07-19
132938	Gonbad-e Kāvūs	Gonbad-e Kavus	Dashte Gorgan,Gombede-Kavus,Gonbad Qabus,Gonbad Qavoos,Gonbad Qābūs,Gonbad-e Kavus,Gonbad-e Kāvūs,Gonbad-e Qabus,Gonbad-e Qābūs,Gunbad-i-Kawas,Gunbad-i-Kawus,Gunbad-i-Kāwās,Gunbad-i-Kāwūs,Gunbad-i-Qabus,Gunbad-i-Qābūs,gnbd kawws,gnbd qabws,Гомбеде-Кавус,گنبد قابوس,گنبد کاووس	37.25004	55.16721	P	PPLA2	IR		37				151910		38	Asia/Tehran	2026-09-14
132961	Gonābād	Gonabad	Gonabad,Gonābād,Gunabad,Gūnābād,Juymand,Jūymand,gnabad,گناباد	34.35287	58.68365	P	PPLA2	IR		42				43465		1095	Asia/Tehran	2024-07-24
133037	Golpāyegān	Golpayegan	Golpayagan,Golpayegan,Golpāyagān,Golpāyegān,Gulpaigan,Gulpāīgān,Shahr-e Golpayegan,Shahr-e Golpāyegān,glpaygan,گلپایگان	33.4537	50.28836	P	PPLA2	IR		28				58936	1830	1817	Asia/Tehran	2026-05-13
133345	Gīlān-e Gharb	Gilan-e Gharb	Gilan,Gilan-e Gharb,Gīlān,Gīlān-e Gharb,gylan ghrb,گیلان غرب	34.1421	45.9203	P	PPLA2	IR		13				0		802	Asia/Tehran	2024-07-25
133595	Gerāsh	Gerash	Gerash,Gerāsh,Girash,Girāsh,grash,گراش	27.66966	54.13586	P	PPLA2	IR		07				34469		923	Asia/Tehran	2026-01-07
133677	Ja‘farīyeh	Ja'fariyeh	Gazaran,Gazeran,Gazran,Gazrown,Gāzarān,Gāzerān,Gāzrān,Ja`fariyeh,Ja‘farīyeh,Kazran,Kāzrān,gazran,جعفریه,گازران	34.7747	50.5169	P	PPL	IR		39				9387		976	Asia/Tehran	2026-04-25
133884	Gotvand	Gotvand	Gatvand,Gotvand,Gutwand,Gūtwand,Shahrestan-e Gotvand,Shahrestān-e Gotvand,gtwnd,shhrstan gtwnd,شهرستان گتوند,گتوند	32.24585	48.81315	P	PPLA2	IR		15				24216		70	Asia/Tehran	2026-04-28
133964	Garmsār	Garmsar	Garmsar,Garmsār,Qeshlaq,Qeshlāq,Qishlaq,Shahr-e Qeshlaq,Shahr-e Qeshlāq,grmsar,qishlaq,shahri qishlaq,شَهرِ قِشلاق,قِشلاق,گرمسار	35.21824	52.34085	P	PPLA2	IR		25				48672		860	Asia/Tehran	2026-05-17
133972	Germī	Germi	Garmi,Garmi Ejarood,Garmī,Germi,Germī,grmy,گرمی	39.0215	48.0801	P	PPLA2	IR		32				28967		854	Asia/Tehran	2025-07-02
133978	Garmeh	Garmeh	Garmeh,grmh,گرمه	36.987	56.28942	P	PPLA2	IR		43				0		1051	Asia/Tehran	2014-09-04
134217	Bandar-e Genāveh	Bandar-e Genaveh	Bandar Ganaveh,Bandar Ganāveh,Bandar-e Ganaveh,Bandar-e Ganāveh,Bandar-e Genaveh,Bandar-e Genāveh,Bandar-e-Gonaveh,Bandar-e-Gonāveh,Ganaveh,Ganāveh,Genaveh,Genāveh,Gonaveh,Gonāveh,Kenareh,Kenâreh,bndr gnawh,بندر گناوه	29.5791	50.517	P	PPLA2	IR		22				52750		8	Asia/Tehran	2024-07-24
134255	Galūgāh	Galugah	Galugah,Galūgāh,glwgah,گلوگاه	36.72734	53.80888	P	PPLA2	IR		35				21352		34	Asia/Tehran	2026-02-27
134282	Gālīkesh	Galikesh	Galikash,Galikesh,Galīkesh,Gālīkash,Gālīkesh,galyksh,گاليكش	37.27259	55.43394	P	PPLA2	IR		37				23394		195	Asia/Tehran	2025-05-19
134441	Fūman	Fuman	Fowman,Fowmen,Fuman,Fumen,Fūman,fwmn,فومن	37.224	49.3125	P	PPLA2	IR		08				35841		33	Asia/Tehran	2026-04-21
