geonameid	name	asciiname	alternatenames	latitude	longitude	feature_class	feature_code	country_code	cc2	admin1_code	admin2_code	admin3_code	admin4_code	population	elevation	dem	timezone	modification_date
142862	Asadīyeh	Asadiyeh	Asadiyeh,Asadīyeh,asdyh,اسدیه	32.9428	59.71998	P	PPLA2	IR		41				0		2170	Asia/Tehran	2024-07-18
142872	Asadābād	Asadabad	Asadabad,Asadabada,Asadābād,asd abad,Асадабада,اسد آباد	34.78241	48.12012	P	PPLA2	IR		09				55703		1596	Asia/Tehran	2026-04-28
142902	Orzū’īyeh	Orzu'iyeh	Arzoo'eyeh,Arzoo’eyeh,Arzu,Arzu'iyeh,Arzū’īyeh,Orzu'iyeh,Orzū’īyeh,Ozu'iyeh,Ozū’īyeh,`Orsu'iyeh,arzwyyh,Ārzū,ارزوئیه,‘Orsū’īyeh	28.45318	56.35994	P	PPLA2	IR		29				6868		1027	Asia/Tehran	2026-05-05
142958	Arsanjān	Arsanjan	Arsanjan,Arsanjān,Arsenjan,Arsenjān,Arsinjan,Arsinjān,arsnjan,ارسنجان	29.9124	53.3085	P	PPLA2	IR		07				17706		1634	Asia/Tehran	2026-04-21
143052	Ardestān	Ardestan	Ardestan,Ardestān,Ardistan,Ardistān,ardstan,اردستان	33.37939	52.36981	P	PPLA2	IR		28				16058		1219	Asia/Tehran	2025-04-15
143070	Ardal	Ardal	Ardal,Ardel,ardl,اردل	31.99969	50.66231	P	PPLA2	IR		03				10113		1860	Asia/Tehran	2026-04-01
143073	Ardakān	Ardakan	Ardakan,Ardakān,Ardekan,ardkan,اردکان	32.31001	54.01747	P	PPLA2	IR		40				58834		1040	Asia/Tehran	2024-07-15
143083	Ardabīl	Ardabil	ADU,Ardabel,Ardabil,Ardabīl,Ardebil,Ardebīl,Artawil,Erdebil,Ertepil,aardibyl,ardbyl,Ərdəbil,Ардабел,Արդաբիլ,Արտաւիլ,Էրտէպիլ,اردبيل,اردبیل,اَردِبيل	38.2498	48.2933	P	PPLA	IR		32				410753		1353	Asia/Tehran	2026-08-30
143122	Ārān Bīdgol	Aran Bidgol	Aran,Aran Bidgol,Aran va Bidgol,Arun,Arūn,Gol Ara,Gol Ārā,aran,aran byd gl,aran w bydgl,gl ara,Ārān,Ārān Bīdgol,Ārān va Bīdgol,آران,آران بيد گل,آران و بيدگل,گل آرا	34.05751	51.48291	P	PPLA2	IR		28				65404		909	Asia/Tehran	2025-05-13
143127	Arāk	Arak	Arak,Arak - sawh,Arok,Arāk,Ehrak,Soltanabad,Solţānābād,Sultanabad,Sultānābād,`Iraq,arak,sawh,sultan abad,Арак,Арок,Эрак,اراک,ساوه,سُلطان آباد,‘Irāq	34.09493	49.69809	P	PPLA	IR		34				503647		1738	Asia/Tehran	2024-09-05
143129	Ārādān	Aradan	Aradan,Ardan,Ardān,Azadan,aardan,aradan,Ārādān,Āzādān,آرادان,اَردان	35.24941	52.49422	P	PPLA2	IR		25				6252		874	Asia/Tehran	2026-05-17
143420	Andīmeshk	Andimeshk	Andimeshg,Andimeshk,Andimishk,Andremeshl,Andīmeshg,Andīmeshk,Andīmīshk,Ehndimeshk,Salehabad,Salehābād,andymshk,Эндимешк,اندیمشک	32.4615	48.35368	P	PPLA2	IR		15				135116		147	Asia/Tehran	2026-09-14
143471	‘Anbarābād	'Anbarabad	Ambarabad,Ambārābād,`Anbarabad,عنبر آباد,‘Anbarābād	28.4759	57.848	P	PPLA2	IR		29				18185		603	Asia/Tehran	2025-03-07
143499	Anār	Anar	Anar,Anār,anar,انار	30.87066	55.27025	P	PPLA2	IR		29				15532		1409	Asia/Tehran	2025-03-06
143534	Āmol	Amol	Amol,Amol',Amul,aml,Āmol,Амоль,آمل	36.46961	52.35072	P	PPLA2	IR		35	449674			237528		96	Asia/Tehran	2025-11-04
143539	Amlash	Amlash	Amlash,Amlesh,Amlish,amlsh,املش	37.0966	50.18709	P	PPLA2	IR		08				15444		30	Asia/Tehran	2026-02-27
143758	Ālūnī	Aluni	Aluni,Bakhshi,Bakhshī,alwny,bkhshy,Ālūnī,آلونی,بخشی	31.55303	51.0605	P	PPL	IR		03				5248		1849	Asia/Tehran	2026-04-01
143860	Shahrīār	Shahriar	Ali Shah `Iwaz,Ali Shāh ‘Iwaz,Shahreyar,Shahreyār,Shahriar,Shahriyar,Shahriyār,Shahrīār,Shakhrijar,`Ali Shah `Avaz,shhryar,Шахрияр,شهريار,‘Alī Shāh ‘Avaẕ	35.65884	51.05775	P	PPLA2	IR		26				309607		1159	Asia/Tehran	2026-04-30
143921	Alīgūdarz	Aligudarz	Aligoodarz,Aligudarz,Alīgūdarz,`Ali Gudar,alygwdrz,Алигударз,الیگودرز,‘Ali Gudār	33.404	49.69179	P	PPLA2	IR		23				89268		1985	Asia/Tehran	2026-05-17
144038	'Alī Ābād-e Katūl	'Ali Abad-e Katul	Aliabad,`Aliabad,`Aliabad-e Katul,Алиабад,علی آباد,علی آباد کتول,‘Alīābād,‘Alīābād-e Katūl	36.91011	54.86737	P	PPLA2	IR		37				52838		134	Asia/Tehran	2026-06-28
144269	Aleshtar	Aleshtar	Alashtar,Aleshtar,Alishtar,Alishtār,Qal`eh Mozaffari,Qal`eh `Alishtar,Qal‘eh Moz̧affari,Qal‘eh ‘Alishtār,alshtr,الشتر	33.86419	48.26258	P	PPLA2	IR		23				27701		1614	Asia/Tehran	2014-09-04
144443	Ajab Shīr	Ajab Shir	Ajabshahr,`Ajab Shir,aajabshahr,اَجَبشَهر,عجب شیر,‘Ajab Shīr	37.4776	45.8943	P	PPLA2	IR		33				29675		1297	Asia/Tehran	2024-07-15
144448	Ahvaz	Ahvaz	AWZ,Ahvaz,Ahvaz - ahwaz,Ahvaza,Ahvazas,Ahvazo,Ahvoz,Ahváz,Ahvāz,Ahvāza,Ahwas,Ahwaz,Ahwāz,Akhvaz,Akhvaz shaary,Axvaz,Bandar Nasiri,Bandar Nāsirī,Bandar-e Naser,Bandar-e Nāşer,Ehvaz,Naseri,Nasiri,Nāsiri,Nāşerī,a wa shi,abajeu,afuvuazu,ahabaja,ahavaza,ahvazi,ahwaz,akvacu,alahwaz,Əhvaz,Ахваз,Ахваз шаары,Аҳвоз,Ախվազ,אהוואז,ئەھواز,الأهواز,اهواز,اہواز,अहवाज़,আহবাজ,ਅਹਵਾਜ਼,ஆக்வாசு,ཨཱ་ཝཛ།,აჰვაზი,アフヴァーズ,阿瓦士,아바즈	31.31901	48.6842	P	PPLA	IR		15				841145		23	Asia/Tehran	2024-09-05
144484	Ahram	Ahram	Ahram,Ahrom,ahrm,اهرم	28.8826	51.2746	P	PPLA2	IR		22				15198		63	Asia/Tehran	2026-05-13
144616	Ahar	Ahar	Ahar,Aher,Akhar,Eher,a ha er,ahaleu,ahara,ahr,Əhər,Ахар,Аҳар,Ահար,Ահէր,أهر,اهر,اہار,اہر,अहार,阿哈尔,아하르	38.4774	47.0699	P	PPLA2	IR		33				100641		1336	Asia/Tehran	2026-05-21
144696	Aghajari	Aghajari	AKW,Agha Jari,Aghajari,Aqa Jari,aghajary,Āghā Jārī,Āghājārī,Āqā Jarī,آغاجاری	30.7006	49.8315	P	PPL	IR		15				21785		151	Asia/Tehran	2024-07-14
144795	Ābyek	Abyek	Abiak,Abiak Sarai,Abiak Sarāi,Abyek,Abyek Sofla,Abyek-e Pa'in,aabyik sufla,abyiki payyn,abyk,Ābyek,Ābyek-e Pā’īn,آبيِكِ پائين,آبيک,اَبيِك سُفلَ	36.03993	50.53101	P	PPLA2	IR		38				60107		1258	Asia/Tehran	2026-04-22
145034	Abhar	Abhar	Abhar,Abkhar,abhr,Абхар,ابهر	36.1468	49.218	P	PPLA2	IR		36				69889		1541	Asia/Tehran	2017-08-01
145233	Ābdānān	Abdanan	Abdanan,Awdanan,Qal`a Ab-i-Danan,Qal`eh Ab-i-Danan,Qal`eh-ye Ab Danan,Qal`eh-ye Abdaran,Qal‘a Ab-ī-Danan,Qal‘eh Āb-ī-Dānān,Qal‘eh-ye Āb Dānān,Qal‘eh-ye Ābdārān,a bo da nan,abadanana,abdanan,Ābdānān,Абданан,آبدانان,ابدانان,قَلعِۀ آب دانان,قَلعِۀ آبداران,अबदानन,阿卜达南,阿卜達南	32.9926	47.4198	P	PPLA2	IR		10				23946		889	Asia/Tehran	2026-08-30
145303	'Abās Ābād	'Abas Abad	Abassabad,Abbasabad,Varaak,Varsak,`Abbasabad,Абассабад,عباس آباد,‘Abbāsābād	36.72769	51.10574	P	PPLA2	IR		35				13482		-19	Asia/Tehran	2024-07-16
145407	Ābbar	Abbar	Abbar,Obar,Ubar,Ubār,ab br,Ābbar,آب بر	36.92627	48.95832	P	PPLA2	IR		36				8091		624	Asia/Tehran	2026-05-22
145427	Abarkūh	Abarkuh	Abar Qu,Abar Qū,Abarghoo,Abarku,Abarkuh,Abarkū,Abarkūh,Abarquh,Abarqūh,aabarghu,aabarkw,aabarqwh,abr qw,abrkwh,ابر قو,ابرکوه,اَبَرغُّ,اَبَرقوه,اَبَركو	31.1289	53.2824	P	PPLA2	IR		40				27524		1508	Asia/Tehran	2026-05-21
145449	Abadeh	Abadeh	Abade,Abadeh,abadh,Ābādeh,Абаде,آباده	31.1608	52.6506	P	PPLA2	IR		07				59116		2006	Asia/Tehran	2024-07-19
145459	Abadan	Abadan	ABD,Abadan,Abadana,Abadanas,Abadano,Abadán,Ampantan,Obodon,a ba dan,abadan,abadana,abadani,Ábádán,Ābadāna,Ābādān,ʿbadan,Αμπαντάν,Абадан,Ободон,Աբադան,אבאדאן,آبادان,ابادان,عبادان,अबादान,ਆਬਾਦਾਨ,აბადანი,アバダーン,アーバーダーン,阿巴丹,아바단	30.3392	48.3043	P	PPL	IR		15				231476		6	Asia/Tehran	2026-06-14
292983	Abu Musa Island	Abu Musa Island	AEU,Abu Musa,Abu Musa Island,Abu Mūsa Island,Abū Mūsá,Jazirat Abu Musa,Jazireh-ye Abu Musa,Jazireh-ye Bu Musa,Jazīrat Abu Mūsá,Jazīreh-ye Abū Mūsá,Jazīreh-ye Bū Mūsá,Jezirat Bu Musa,aabw mwsay,اَبو موسَى,جَزيرِۀ اَبو موسَى,جَزيرِۀ بو موسَى	25.875	55.03	T	ISL	IR	AE	11				2131		4	Asia/Tehran	2024-07-19
401118	Showţ	Showt	Shot,Showt,Showţ,Shoţ,Shut,shut,shwt,شوط,شُط	39.2192	44.77	P	PPLA2	IR		01				25381		994	Asia/Tehran	2025-10-18
401555	Lūmār	Lumar	Lumar,Lūmār,Shahrak-e Lumar,Shahrak-e Lūmār,lwmar,shhrk lwmar,شهرک لومار,لومار	33.56522	46.814	P	PPLA2	IR		10				2696		772	Asia/Tehran	2026-01-26
403656	Ārdaḵān	Ardakan	Ardakan,Ardakān,Sepidan,Sepīdān,ardkan,spydan,اردکان,سپیدان	30.25961	51.98491	P	PPLA2	IR		07				14633		2235	Asia/Tehran	2026-05-05
415694	Badreh	Badreh	Badreh,bdrh,بدره	33.30573	47.03708	P	PPLA2	IR		10				0		1047	Asia/Tehran	2023-07-11
417472	Shāhīn Shahr	Shahin Shahr	Shahin Shahr,Shakhinshekhr,Shāhīn Shahr,shahyn shhr,Шахиншехр,شاهین شهر	32.85788	51.5529	P	PPLA2	IR		28				173329		1591	Asia/Tehran	2026-09-14
418418	Zarrīn Shahr	Zarrin Shahr	Qal`eh Riz,Qal‘eh Rīz,Riz,Riz-e Lanjan,Rīz,Rīz-e Lanjān,Zarrin Shahr,Zarrīn Shahr,zryn shhr,زرّین شهر	32.39057	51.37654	P	PPLA2	IR		28				55817		1705	Asia/Tehran	2026-03-02
418446	Tīrān	Tiran	Tehran,Tehrān,Tihran,Tihrān,Tiran,Tirun,Tirūn,Tīrān,tyran,تیران	32.70328	51.15381	P	PPLA2	IR		28				21703		1839	Asia/Tehran	2025-05-12
418533	Shahreẕā	Shahreza	Qomisheh,Qomsheh,Qomīsheh,Qowmsheh,Qumisheh,Shahreza,Shahreẕā,Shahriza,Shekhreza,qmshh,shhrda,Шехреза,شهرضا,قمشه	32.00877	51.86407	P	PPLA2	IR		28				134952		1822	Asia/Tehran	2026-09-14
418606	Najafābād	Najafabad	Nadzhafabad,Najafabad,Najafābād,Nejafabad,Nejafābād,njf abad,Наджафабад,نجف آباد	32.63464	51.36525	P	PPLA2	IR		28				235281		1648	Asia/Tehran	2026-02-17
418625	Mobārakeh	Mobarakeh	Mobarakeh,Mobārakeh,Mubarakeh,Mubārakeh,mbarkh,مبارکه	32.34612	51.50205	P	PPLA2	IR		28				69449		1669	Asia/Tehran	2026-02-28
418710	Khomeynī Shahr	Khomeyni Shahr	Homayoon Shahr,Homayunshahr,Homāyūnshahr,Khomejnishekhr,Khomeyni Shahr,Khomeynishahr,Khomeynī Shahr,Khomeynīshahr,Mehrbin,Sedeh,Three Castles,khmyny shhr,mhrbyn,sdh,Хомейнишехр,خمینی شهر,سده,مهربین	32.6856	51.53609	P	PPLA2	IR		28				277334		1595	Asia/Tehran	2026-09-14
418806	Harand	Harand	Hajiabad,Harand,Hājiābād,hrnd,هرند	32.56531	52.43654	P	PPL	IR		28				0		1542	Asia/Tehran	2025-04-15
418851	Falāvarjān	Falavarjan	Falavar Jan,Falavarjan,Falāvar Jān,Falāvarjān,Felavarjan,Felāvarjān,Mollavarjan,Mollāvarjān,Pol-e Vargan,Pol-e Vargān,Pol-e Varqan,Pol-e Varqān,Pul-i-Vargan,Pul-i-Vargān,flawrjan,mlawrjan,فلاورجان,ملاورجان	32.5553	51.50973	P	PPLA2	IR		28				49843		1609	Asia/Tehran	2024-07-25
418863	Isfahan	Isfahan	Aspadana,Dakbayan sa Esfahan,Dakbayan sa Esfahān,Esfahan,Esfahano,Esfahān,Esfehan,Eşfahān,Eşfehān,Eṣfahān,IFN,Isfachan,Isfahan,Isfahana,Isfahanas,Isfahanum,Isfahon,Isfahán,Isfahāna,Isfakhan,Isfehan,Ispahan,Iszfahan,Iszfahán,Kota Isfahan,Spahan,Yspyhan,asfhan,aysfahan,esaphahana,esufahan,icupakan,isafahana,iseupahan,isfahana,isphahana,xis fa han,yi si fa han,Îsfehan,İsfahan,İsfehan,Ισφαχάν,Ісфахан,Исфахан,Исфаҳон,Исфаһан,Սպահան,אספהאן,أصفهان,ئسفأھان,ئەسفەھان,اصفهان,اصفہان,ایصفاهان,इस्फहान,इस्फ़हान,এসফাহন,ਇਸਫ਼ਹਾਨ,இசுபகான்,อิสฟาฮาน,ისპაანი,エスファハーン,伊斯法罕,이스파한	32.65246	51.67462	P	PPLA	IR		28				1547164		1578	Asia/Tehran	2026-07-02
418868	Dowlatābād	Dowlatabad	Daulatabad,Daulatābād,Dowlatabad,Dowlatābād,dwlt abad,دولت آباد	32.79978	51.69553	P	PPLA2	IR		28				33607		1569	Asia/Tehran	2024-07-25
449504	Eslamshahr	Eslamshahr	Eslamchahr,Eslamsaher,Eslamschahr,Eslamshahr,Eslamšaher,Eslāmshahr,Islamshekhr,Islamsəhr,Shadshahr,aslamshhr,İslamşəhr,Исламшехр,اسلامشهر	35.55222	51.23504	P	PPLA2	IR		26	9533740			450000		1063	Asia/Tehran	2024-07-15
1113006	Moḩammadābād	Mohammadabad	Mohammadabad,Moḩammadābād,mhmd abad,محمد آباد	31.1278	61.5681	P	PPL	IR		04				0		482	Asia/Tehran	2024-07-15
1113217	Zābol	Zabol	ACZ,Zabol,Zabol',Zābol,zabl,Заболь,زابل	31.0306	61.4949	P	PPLA2	IR		04				121989		483	Asia/Tehran	2024-07-25
1159301	Zahedan	Zahedan	Dowzdab,Dowzdāb,Duzdab,Duzdap,Duzdāb,Duzdāp,ZAH,Zahedan,Zahedan-e (Yek),Zahedanas,Zahedano,Zahedán,Zahidan,Zaidan,Zaidān,Zakhedan,Záhedán,Zāhedān,Zāhedān-e (Yek),cakitan,jahedan,jahedana,zahdan,zahedan,zahedana,zahedani,zha hei dan,Захедан,Зоҳидон,Զահեդան,زاهدان,زاہدان,ज़ाहेदान,জহেদন,சாகிதன்,ზაჰედანი,ザーヘダーン,扎黑丹,자헤단	29.4963	60.8629	P	PPLA	IR		04				551980		1380	Asia/Tehran	2024-07-25
1159302	Zehak	Zehak	Deh-e Zahak,Zahak,Zehak,zhk,زهک	30.894	61.6804	P	PPLA2	IR		04				14324		496	Asia/Tehran	2023-04-12
1159306	Mehrestān	Mehrestan	Magas,Mehrestan,Mehrestān,Qal`eh-ye Zaboli,Qal‘eh-ye Zābolī,Zaboli,Zābolī,mhrstan,zably,زابلی,مهرستان	27.131	61.67445	P	PPLA2	IR		04				12245		1274	Asia/Tehran	2026-05-13
1159362	Torbat-e Jām	Torbat-e Jam	Torbat-e Jam,Torbat-e Jām,Torbat-e Sheykh Jam,Torbat-e Sheykh Jām,Turbat-i-Shaikh Jam,trbt jam,تربت جام	35.244	60.6225	P	PPLA2	IR		42				58928		908	Asia/Tehran	2024-07-22
1159384	Tāybād	Taybad	Taiabad,Taybad,Tayebad,Tayebat,Tayyebat,Taīabad,Tāybād,Tāyebāt,taybad,tayb‌abad,Ţayyebāt,تايباد,تایب‌آباد	34.74	60.7756	P	PPLA2	IR		42				37513		811	Asia/Tehran	2024-07-25
1159431	Sūrān	Suran	Sooran,Suran,Surar,Sūrān,Sūrār,swran,سوران	27.2855	61.9965	P	PPLA2	IR		04				0		1151	Asia/Tehran	2020-06-10
1159709	Sarbāz	Sarbaz	Qal` eh-ye Sarbaz,Qal‘ eh-ye Sarbāz,Sarbaz,Sarbāz,srbaz,سرباز	26.63228	61.25787	P	PPLA2	IR		04				2020		916	Asia/Tehran	2026-06-12
1159713	Sarāvān	Saravan	Saravan,Sarāvān,srawan,سراوان	27.37089	62.33096	P	PPLA2	IR		04				60014		1177	Asia/Tehran	2025-03-06
1159716	Sarakhs	Sarakhs	CKT,Sarahs,Sarakhs,Serakhs,srkhs,Сарахс,سرخس	36.5449	61.1577	P	PPLA2	IR		42				46499		276	Asia/Tehran	2014-09-04
1159836	Rāsak	Rasak	Rasak,Rask,Razk,Rāsak,Rāsk,Rāzk,rask,راسک	26.23682	61.39901	P	PPLA2	IR		04				10115		405	Asia/Tehran	2025-05-14
1159884	Qaşr-e Qand	Qasr-e Qand	Qand,Qasagan,Qasegan,Qasr-e Qand,Qaşr-e Qand,Qāsagān,Qāsegān,qsr qnd,قصر قند	26.23244	60.73932	P	PPLA2	IR		04				0		507	Asia/Tehran	2024-07-24
1159905	Qal‘eh Now-e ‘Olyā	Qal`eh Now-e `Olya	Qal'eh Now-Ye-'Olya,Qal`eh Now,Qal`eh Now-e Bala,Qal`eh Now-e `Olya,Qal`eh-i-Nau,Qal`eh-ye Now,Qal`eh-ye Now Bala,Qal`eh-ye Now `Olya,Qal`eh-ye Now-ye `Olya,Qal‘eh Now,Qal‘eh Now-e Bālā,Qal‘eh Now-e ‘Olyā,Qal‘eh-i-Nau,Qal‘eh-ye Now,Qal‘eh-ye Now Bālā,Qal‘eh-ye Now ‘Ōlyā,Qal‘eh-ye Now-ye ‘Olyā,Qal’eh Now-Ye-’Olyā,قلعه نو عليا	35.09861	60.15885	P	PPL	IR		42				0		1429	Asia/Tehran	2024-07-25
1160088	Nūkābād	Nukabad	Nok Abad,Nukabad,Nūkābād,nwk abad,نوک آباد	28.5397	60.7595	P	PPLA2	IR		04				5261		1647	Asia/Tehran	2026-07-19
1160110	Nīkshahr	Nikshahr	Geh,Keh,Nik,Nikshahr,Nīk,Nīkshahr,nykshhr,نیکشهر	26.2258	60.2143	P	PPLA2	IR		04	1482504			17000		466	Asia/Tehran	2020-06-10
1160120	Nehbandān	Nehbandan	Nah,Neh,Nehbandan,Nehbandān,nhbndan,نهبندان	31.54185	60.03648	P	PPLA2	IR		41				18304		1187	Asia/Tehran	2025-04-07
1160121	Negūr	Negur	Negur,Negūr,Ni Kor,Nigor,Nigvar,Nī Kor,Nīgvār,ngwr,نگور	25.38882	61.13834	P	PPL	IR		04				5670		29	Asia/Tehran	2026-05-13
1160258	Mīrjāveh	Mirjaveh	Mirjaveh,Mirjawa,Mīrjāveh,Mīrjāwa,myrjawh,میرجاوه	29.0148	61.44959	P	PPLA2	IR		04				9359		852	Asia/Tehran	2026-06-29
1160500	Konārak	Konarak	Kenarak,Kenārak,Konarak,Konārak,Kumarak,Kunarak,Kunark,Kunārak,Kūmārak,knark,کنارک	25.3604	60.3995	P	PPLA2	IR		04				43258		6	Asia/Tehran	2025-03-07
1160544	Khvāf	Khvaf	Khaf,Khvaf,Khvāf,Khāf,Qasabeh-ye Rud,Qaşabeh-ye Rūd,Rud,Rui Khaf,Ruy,Rūd,Rūi Khāf,Rūy,khwaf,خواف	34.57232	60.14404	P	PPLA2	IR		42	1482426			33189		970	Asia/Tehran	2026-07-18
1160571	Khāsh	Khash	Kavash,Khash,Khāsh,Kwash,Kwāsh,Vasht,Vāsht,khash,Хаш,خاش	28.22107	61.21582	P	PPLA2	IR		04				69603		1413	Asia/Tehran	2024-07-25
1160907	Jālq	Jalq	Jalaq,Jaleq,Jalk,Jalq,Jālaq,Jāleq,Jālk,Jālq,Kashan,Kashān,Khooshab,Khushab,Khvoshab,Khvoshāb,Khūshāb,khwshab,خوشاب	27.60287	62.71023	P	PPL	IR		04				18098		840	Asia/Tehran	2026-05-05
1160939	Iranshahr	Iranshahr	Fahrej,Fehruj,IHR,Iranshahr,Iranshekhr,Qal`eh-ye Naseri,Qal‘eh-ye Nāşerī,ayranshhr,Īrānshahr,Ираншехр,ايرانشهر	27.20245	60.68476	P	PPLA2	IR		04				131232		566	Asia/Tehran	2026-09-14
1161048	Ḩājjīābād	Hajjiabad	Hajabad,Hajiabad,Hajjiabad,Hajābād,Hājīābād,hajy abad,حاجی آباد,Ḩājjīābād	33.60496	59.9934	P	PPLA2	IR		41				0		1038	Asia/Tehran	2024-07-24
1161269	Espakeh	Espakeh	Aspakeh,Esfakeh,Espakeh,Isfakeh,Ispakeh,aspkh,اسپکه	26.84004	60.1731	P	PPL	IR		04				4719		771	Asia/Tehran	2026-07-19
1161297	Dūst Moḩammad Khān	Dust Mohammad Khan	Dust Mohammad Khan,Dūst Moḩammad Khān,dwst mhmd,dwst mhmd khan,دوست محمد,دوست محمد خان	31.1447	61.7925	P	PPLA2	IR		04				6621		483	Asia/Tehran	2026-07-10
1161724	Chabahar	Chabahar	Cabahar,Cahbahar,Chabahar,Chabakhar,Chah Bahar,Chakhbekhar,Chāh Bahār,Czabahar,Tschahbahar,ZBR,bndr chabhar,cabahara,chabhar,chah bhar,qia he ba ha er,tshabhar,Çabahar,Čabahar,Čáhbahár,Чабахар,Чахбехар,Чҳобаҳор,بندر چابهار,تشابهار,چابهار,چابہار,چاه بهار,چاہ بہار,चाबहार,ਚਾਬਹਾਰ,恰赫巴哈爾	25.2919	60.643	P	PPLA2	IR		04				47287		18	Asia/Tehran	2024-07-25
1161735	Bampūr	Bampur	Bampoor,Bampur,Bampūr,bmpwr,بمپور	27.19439	60.45594	P	PPL	IR		04				12217		518	Asia/Tehran	2026-05-13
1161887	Adīmī	Adimi	Adimi,Adīmī,Hadimi,Hādīmi,adymy,ادیمی	31.11144	61.41189	P	PPLA2	IR		04				0		470	Asia/Tehran	2024-07-24
6657461	Māmūnīyeh	Mamuniyeh	Mamuniyeh,Māmūnīyeh,mamwnyh,مامونیه	35.30454	50.49934	P	PPLA2	IR		34				21814		1258	Asia/Tehran	2026-04-25
6681051	Pardīs	Pardis	Jadid Pardis,Jadīd Pardīs,Pardis,Pardīs,Shahr-e Jadid-e Pardis,Shahr-e Jadīd-e Pardīs,jdyd prdys,prdys,shhr jdyd prdys,Пардис,جديد پرديس,شهر جدید پردیس,پرديس	35.74687	51.81222	P	PPLA2	IR		26				114249		1848	Asia/Tehran	2026-09-14
6683528	Tehrān	Tehran	Masood's eyeglass service's,Tegeran,Tehran,Tehrān,thran,Тегеран,تهران	35.75	51.5148	P	PPL	IR		26				0		1368	Asia/Tehran	2024-07-25
6686970	Āz̄arshahr	Azarshahr	Azarshahr,Dehkhvareqan,Dehkhvāreqān,adhrshhr,dihkhwariqan,Āz̄arshahr,آذرشهر,دِهخوارِقان	37.759	45.9783	P	PPLA2	IR		33				44887		1386	Asia/Tehran	2026-05-21
6709138	Tāzehābād	Tazehabad	Tazehabad,Tāzehābād,tazh abad,تازه آباد	34.7387	46.1496	P	PPLA2	IR		13				0		1231	Asia/Tehran	2024-07-18
6741193	Khodābandeh	Khodabandeh	Geydar Palnamnar,Geydār Palnamnār,Ghaidar Paighambar,Keydar-Peygambar,Khoda Bandeh,Khodabandeh,Khodā Bandeh,Khodābandeh,Qeydar,Qeydar Peyghambar,Qeydār,Qeydār Peyghāmbar,Qidar,Qīdar,khdabndh,qydar,خدابنده,قیدار	36.11949	48.59089	P	PPL	IR		36				0		1974	Asia/Tehran	2024-07-18
6861211	Kāshān	Kashan	Kachan,Kashan,Kāshān,kashan,Кашан,كاشان	34.00228	51.43879	P	PPLA2	IR		28				304487		948	Asia/Tehran	2026-09-14
6899676	Nīkābād	Nikabad	Nikabad,Nīkābād,nyk abad,نیک آباد	32.303	52.2057	P	PPL	IR		28				0		1570	Asia/Tehran	2013-07-07
6925362	Jīroft	Jiroft	Dzhiroft,JYR,Jiroft,Jīroft,Sabzawaran,Sabzevaran,Sabzevaran-e Jiroft,Sabzevārān,Sabzevārān-e Jiroft,Sabzvaran,Sabzvārān,Sabzāwārān,jyrft,Джирофт,جیرفت	28.67806	57.74056	P	PPLA2	IR		29	449612			130429		680	Asia/Tehran	2026-09-14
6928551	Rūdbār	Rudbar	Eslamabad,Eslamabad-e Rudbar,Eslāmābād,Eslāmābād-e Rūdbār,Rudbar,Rūdbār,aslam abad,aslam abad rwdbar,rwdbar,اسلام آباد,اسلام آباد رودبار,رودبار	28.02899	57.9961	P	PPLA2	IR		29				0		486	Asia/Tehran	2024-07-15
6961608	Kahnūj	Kahnuj	Kahnuj,Kahnūj,khnwj,کهنوج	27.94034	57.69983	P	PPLA2	IR		29				52624		501	Asia/Tehran	2026-05-05
7052385	Zeh-e Kalūt	Zeh-e Kalut	Zeh-e Kalut,Zeh-e Kalūt,zh klwt,زه کلوت	27.79256	58.58682	P	PPL	IR		29				0		386	Asia/Tehran	2024-07-25
7082152	Golbahār	Golbahar	Sayeban Goli,Shahrak-e Golbahar,Shahrak-e Golbahār,Sāyebān Golī,sayban gly,shhrk glbhar,سایبان گلی,شهرک گلبهار	36.56976	59.1904	P	PPL	IR		42				36877		1205	Asia/Tehran	2026-05-22
7100777	Mahdishahr	Mahdishahr	Mahdishahr,Sangsar,mhdyshhr,sngsr,سنگسر,مهدیشهر	35.71071	53.35394	P	PPLA2	IR		25	124337			21000	1600	1661	Asia/Tehran	2014-01-05
7102155	Galmūrtī	Galmurti	Dalgan,Dalgān,Galmurti,Galmūrtī,dlgan,glmwrty,دلگان,گلمورتی	27.48232	59.44656	P	PPLA2	IR		04				10292		388	Asia/Tehran	2026-05-05
7329809	Āq Qalā	Aq Qala	Aq Qal`eh,Aq Qala,Pahlavi Dezh,Pahlavi-dej,Pahlavī Dezh,Pahlevi Diz,aq qla,Āq Qalā,Āq Qal‘eh,آق قلا	37.0139	54.45504	P	PPLA2	IR		37				35116		-13	Asia/Tehran	2025-04-07
8298952	Tohid	Tohid	TEW,Tohid	27.82775	52.85789	P	PPLL	IR		07				0		1467	Asia/Tehran	2017-08-06
9478811	Pākdasht	Pakdasht	Mamazan,Māmāzān,Pakdasht,Pākdasht,mamazan,pakdsht,Пакдашт,مامازان,پاکدشت	35.47854	51.6834	P	PPLA2	IR		26				236319		1030	Asia/Tehran	2026-09-14
