id,name,slug,tel_prefix,type
10600013002672,مسجدسلیمان 2,مسجدسلیمان-2,,city
10600013002793,گلگیر,گلگیر,,city
10600013002930,عنبر,عنبر,,city
10600014001281,شوش,شوش,,city
10600014002649,حر,حر,,city
10600014002718,فتح المبین,فتح-المبین,,city
10600018001277,هندیجان,هندیجان,,city
10600015001273,باغ ملک,باغ-ملک,,city
10600015002720,میداود,میداود,,city
10600015002551,قلعه تل,قلعه-تل,,city
10600016002420,جایزان,جایزان,,city
10600016002111,امیدیه,امیدیه,,city
10600016002969,میانکوه,میانکوه,,city
10600017002104,لالی,لالی,,city
10600017001061,تراز,تراز,,city
10600018002650,زهره,زهره,,city
10600019001286,رامشیر,رامشیر,,city
10600019002719,مشراگه,مشراگه,,city
10600020002007,ترکالکی,ترکالکی,,city
10600020002715,سماله,سماله,,city
10600020001289,گتوند,گتوند,,city
10600020002009,صالح شهر,صالح-شهر,,city
10600020002716,جنت مکان,جنت-مکان,,city
10600021002799,آبژدان,آبژدان,,city
10600021002928,زاووت,زاووت,,city
10600021002550,قلعه خواجه,قلعه-خواجه,,city
10600022001292,هفتگل,هفتگل,,city
10600023002313,رفیع,رفیع,,city
10600023001285,هویزه,هویزه,,city
10600024002106,ملاثانی,ملاثانی,,city
10600024002309,ویس,ویس,,city
10600024002310,شیبان,شیبان,,city
10600025002105,حمیدیه,حمیدیه,,city
10600026001278,آغاجاری,آغاجاری,,city
10600026002920,جولکی,جولکی,,city
10600027002790,کوت عبداله,کوت-عبداله,,city
10600028002314,الوان,الوان,,city
10600028002037,شاوور,شاوور,,city
10600029002415,دهدز,دهدز,,city
10600030002596,صیدون,صیدون,,city
1070001001296,آباده,آباده,,city
1070001002335,ایزدخواست,ایزدخواست,,city
1070001002597,سورمق,سورمق,,city
1070001001297,صغاد,صغاد,,city
1070001002198,بهمن,بهمن,,city
1070007001075,شیراز 11,شیراز-11,,city
1070002002177,رونیز,رونیز,,city
1070002001298,استهبان,استهبان,,city
1070002002552,ایج,ایج,,city
1070003002014,دژکرد,دژکرد,,city
1070003002297,سده,سده,,city
1070003001299,اقلید,اقلید,,city
1070003002082,حسن اباد,حسن-اباد,,city
1070004002707,دوزه,دوزه,,city
1070004002178,قطب آباد,قطب-آباد,,city
1070004001301,جهرم,جهرم,,city
1070005002905,رستاق,رستاق,,city
1070005001303,داراب,داراب,,city
1070005002016,فدامی,فدامی,,city
1070005002081,دوبرجی,دوبرجی,,city
1070005002179,جنت شهر,جنت-شهر,,city
1070005001000,پاسخن,پاسخن,,city
1070006001304,اردکان,اردکان,,city
1070006002711,هماشهر,هماشهر,,city
1070007001309,شیراز,شیراز,,city
1070007001627,شیراز1,شیراز1,,city
1070007001628,شیراز2,شیراز2,,city
1070007001693,شیراز3,شیراز3,,city
1070007001694,شیراز4,شیراز4,,city
1070007001695,شیراز5,شیراز5,,city
1070007001696,شیراز6,شیراز6,,city
1070007002015,شهرصدرا,شهرصدرا,,city
1070007002298,داریان,داریان,,city
1070007002532,شیراز7,شیراز7,,city
1070007002533,شیراز8,شیراز8,,city
1070007002738,شیراز 9,شیراز-9,,city
1070007002864,شیراز 10,شیراز-10,,city
1070007002057,خانه زنیان,خانه-زنیان,,city
1070008002180,ششده,ششده,,city
1070008002762,قره بلاغ,قره-بلاغ,,city
1070008002107,زاهدشهر,زاهدشهر,,city
1070008002829,میانشهر,میانشهر,,city
1070008001310,فسا,فسا,,city
1070008002652,نوبندگان,نوبندگان,,city
1070009001313,فیروزآباد,فیروزآباد,,city
1070009001314,میمند,میمند,,city
10700010002423,بالاده,بالاده,,city
10700010002181,کنارتخته,کنارتخته,,city
10700010001315,کازرون,کازرون,,city
10700010002109,خشت,خشت,,city
10700011001320,لار,لار,,city
10700011002013,لطیفی,لطیفی,,city
10700011002553,خور,خور,,city
10700011002952,دهکویه,دهکویه,,city
10700011002219,بیرم,بیرم,,city
10700011002182,بنارویه,بنارویه,,city
10700011002709,عماد شهر,عماد-شهر,,city
10700012002555,کامفیروز,کامفیروز,,city
10700012001044,فتح آباد,فتح-آباد,,city
10700012001324,مرودشت,مرودشت,,city
10700012002961,زنگی آباد,زنگی-آباد,,city
10700012002080,رامجرد,رامجرد,,city
10700014002556,مشکان,مشکان,,city
10700012002336,سیدان,سیدان,,city
10700012002951,فاروق,فاروق,,city
10700012002776,خانیمن,خانیمن,,city
10700013002781,بابامنیر,بابامنیر,,city
10700013001325,نورآباد,نورآباد,,city
10700013002712,خومه زار,خومه-زار,,city
10700014001326,نی ریز,نی-ریز,,city
10700014002058,قطرویه,قطرویه,,city
10700015001318,لامرد,لامرد,,city
10700015002212,اشکنان,اشکنان,,city
10700015002235,اهل,اهل,,city
10700015002236,علامرودشت,علامرودشت,,city
10700015002906,چاه ورز,چاه-ورز,,city
10700015001015,خیرگو,خیرگو,,city
10700016001295,بوانات,بوانات,,city
10700016002780,مزایجان,مزایجان,,city
10700017001321,ارسنجان,ارسنجان,,city
10700018001323,قادراباد,قادراباد,,city
10700018001294,صفاشهر,صفاشهر,,city
10700019002558,شهرپیر,شهرپیر,,city
10700019001302,حاجی آباد,حاجی-آباد,,city
10700019002651,دبیران,دبیران,,city
10700020002653,افزر,افزر,,city
10700020001312,قیر,قیر,,city
10700020002011,امام شهر,امام-شهر,,city
10700020002012,مبارک آباددیز,مبارک-آباددیز,,city
10700020002422,کارزین فتح آباد,کارزین-فتح-آباد,,city
10700021002425,گله دار,گله-دار,,city
10700021002966,فال,فال,,city
10700021002211,مهر,مهر,,city
10700021002559,وراوی,وراوی,,city
10700021002820,خوزی,خوزی,,city
10700021002708,اسیر,اسیر,,city
10700022001311,فراشبند,فراشبند,,city
10700022002060,نوجین,نوجین,,city
10700022002059,دهرم,دهرم,,city
10700023001322,سعادت شهر,سعادت-شهر,,city
10700023002783,مادرسلیمان,مادرسلیمان,,city
10700024002907,محمله,محمله,,city
10700028002904,طسوج,طسوج,,city
10700029002782,سلطان شهر,سلطان-شهر,,city
10700024001317,خنج,خنج,,city
10700025002710,کوهنجان,کوهنجان,,city
10700025001306,سروستان,سروستان,,city
10700026002777,کوپن,کوپن,,city
10700026002337,مصیری,مصیری,,city
10700027001319,گراش,گراش,,city
10700027002903,ارد,ارد,,city
10700028001042,اکبرآباد,اکبرآباد,,city
10700028001043,مظفری,مظفری,,city
10700028001307,کوار,کوار,,city
10700029001308,خرامه,خرامه,,city
10700029002962,معزآبادجابری,معزآبادجابری,,city
10700029002963,خیراباد,خیراباد,,city
10700030001305,زرقان,زرقان,,city
10700030002421,لپویی,لپویی,,city
10700030001045,رحمت آباد,رحمت-آباد,,city
10700031002503,بیضا,بیضا,,city
10700032002095,حسامی,حسامی,,city
10700032002557,کره ای,کره-ای,,city
10700032001072,باغ صفا,باغ-صفا,,city
10700032001057,توجردی,توجردی,,city
10700033002108,قایمیه,قایمیه,,city
10700033002424,نودان,نودان,,city
10700034002234,باب انار,باب-انار,,city
10700034001300,خاوران,خاوران,,city
10700035001066,خواجه جمالی,خواجه-جمالی,,city
10700035002199,آباده طشک,آباده-طشک,,city
10700035001077,تم شولی,تم-شولی,,city
10700036001316,اوز,اوز,,city
10700036001046,کوره,کوره,,city
10700037002183,جویم,جویم,,city
1080001001328,بافت,بافت,,city
1080001002200,بزنجان,بزنجان,,city
1080001001008,کشکوییه,کشکوییه,,city
1080002001330,بم,بم,,city
1080002001331,بروات,بروات,,city
1080002001079,دهبکری,دهبکری,,city
1080003002339,درب بهشت,درب-بهشت,,city
1080003002237,جبالبارز,جبالبارز,,city
1080003001332,جیرفت,جیرفت,,city
1080003002953,علی آباد,علی-آباد,,city
1080003002769,بلوک,بلوک,,city
1080004001335,رفسنجان,رفسنجان,,city
1080004002227,مس سرچشمه,مس-سرچشمه,,city
1080004002319,کشکوییه,کشکوییه,,city
1080004002427,بهرمان,بهرمان,,city
1080004002954,جوادیه الهیه,جوادیه-الهیه,,city
1080004002085,صفاییه,صفاییه,,city
1080005001337,زرند,زرند,,city
1080005002201,خانوک,خانوک,,city
1080005002600,ریحان,ریحان,,city
1080005002601,یزدان شهر,یزدان-شهر,,city
1080005002955,سیریز,سیریز,,city
1080006001338,سیرجان,سیرجان,,city
1080006002340,نجف شهر,نجف-شهر,,city
1080006002675,سیرجان 1,سیرجان-1,,city
1080006002676,سیرجان 2,سیرجان-2,,city
1080006002561,پاریز,پاریز,,city
1080006002722,هماشهر,هماشهر,,city
1080006002823,خواجو شهر,خواجو-شهر,,city
1080006002320,زیدآباد,زیدآباد,,city
1080006002825,بلورد,بلورد,,city
1080008001341,شهداد,شهداد,,city
1080008002603,اندوهجرد,اندوهجرد,,city
1080008001342,گلباف,گلباف,,city
1080007001339,شهربابک,شهربابک,,city
1080007002030,خورسند,خورسند,,city
1080007002086,خاتون آباد,خاتون-آباد,,city
1080007002031,جوزم,جوزم,,city
1080007002238,دهج,دهج,,city
1080008001343,جوپار,جوپار,,city
1080008001344,ماهان,ماهان,,city
1080008002321,محی آباد,محی-آباد,,city
1080008001346,کرمان,کرمان,,city
1080008001675,کرمان 1,کرمان-1,,city
1080008001676,کرمان 2,کرمان-2,,city
1080008001677,کرمان 3,کرمان-3,,city
1080008002239,باغین,باغین,,city
1080008002323,زنگی آباد,زنگی-آباد,,city
1080008002428,اختیارآباد,اختیارآباد,,city
1080008002534,کرمان 4,کرمان-4,,city
1080008001329,راین,راین,,city
1080008001345,چترود,چترود,,city
1080008002324,کاظم آباد,کاظم-آباد,,city
1080009001347,کهنوج,کهنوج,,city
1080009002956,ده کهان,ده-کهان,,city
1080009001009,چاه مرید,چاه-مرید,,city
10800010001348,بردسیر,بردسیر,,city
10800010002824,دشتکار,دشتکار,,city
10800010002065,لاله زار,لاله-زار,,city
10800010002241,گلزار,گلزار,,city
10800010002326,نگار,نگار,,city
10800011002599,هجدک,هجدک,,city
10800011001340,راور,راور,,city
10800012001333,عنبرآباد,عنبرآباد,,city
10800012002721,دوساری,دوساری,,city
10800012002602,مردهک,مردهک,,city
10800013002240,منوجان,منوجان,,city
10800013002604,نودژ,نودژ,,city
10800014002110,کیانشهر,کیانشهر,,city
10800014001336,کوهبنان,کوهبنان,,city
10800015002325,رودبار,رودبار,,city
10800016002908,چاه دادخدا,چاه-دادخدا,,city
10800016002957,رمشک,رمشک,,city
10800016002176,قلعه گنج,قلعه-گنج,,city
10800017001013,رحمت آباد,رحمت-آباد,,city
10800017001014,عباس آباد سردار,عباس-آباد-سردار,,city
10800017002316,محمدآباد,محمدآباد,,city
10800018001327,رابر,رابر,,city
10800018002771,هنزا,هنزا,,city
10800019002317,فهرج,فهرج,,city
10800019001010,دهنو اسلام آباد,دهنو-اسلام-آباد,,city
10800020001334,انار,انار,,city
10800020002318,امین شهر,امین-شهر,,city
10800021002338,نرماشیر,نرماشیر,,city
10800021002598,نظام شهر,نظام-شهر,,city
10800022002429,فاریاب,فاریاب,,city
10800022001011,پاسفید,پاسفید,,city
10800023002315,ارزوییه,ارزوییه,,city
10800023001012,علی  آباد,علی-آباد,,city
10800024002822,گنبکی,گنبکی,,city
10800025002821,زهکلوت,زهکلوت,,city
1090004001357,تایباد,تایباد,,city
1090004002562,کاریز,کاریز,,city
1090004002654,مشهد ریزه,مشهد-ریزه,,city
1090005002341,بایک,بایک,,city
1090005002243,کدکن,کدکن,,city
1090005001361,تربت حیدریه,تربت-حیدریه,,city
1090006002342,نصرآباد,نصرآباد,,city
1090005001024,نسر,نسر,,city
1090005002434,رباط سنگ,رباط-سنگ,,city
1090006001363,تربت جام,تربت-جام,,city
1090006002067,احمدآباد صولت,احمدآباد-صولت,,city
1090006002655,نیل شهر,نیل-شهر,,city
1090006002888,سمیع آباد,سمیع-آباد,,city
1090007002202,چاپشلو,چاپشلو,,city
1090007001364,لطف آباد,لطف-آباد,,city
1090007001365,درگز,درگز,,city
1090007001366,نوخندان,نوخندان,,city
10900013001376,باجگیران,باجگیران,,city
1090008002245,روداب,روداب,,city
1090008001367,سبزوار,سبزوار,,city
1090008002677,سبزوار1,سبزوار1,,city
1090008002678,سبزوار2,سبزوار2,,city
10900013001041,مزرج,مزرج,,city
10900013001378,قوچان,قوچان,,city
10900013001020,آلماجق,آلماجق,,city
10900013001022,شهر کهنه,شهر-کهنه,,city
10900014001381,کاشمر,کاشمر,,city
10900014001055,فرگ قلعه,فرگ-قلعه,,city
10900015001383,بیدخت,بیدخت,,city
10900015001385,گناباد,گناباد,,city
10900015002987,روشناوند,روشناوند,,city
10900015001384,کاخک,کاخک,,city
10900016002437,ملک آباد,ملک-آباد,,city
10900016001392,مشهد,مشهد,,city
10900016001629,مشهد 1,مشهد-1,,city
10900016001630,مشهد 2,مشهد-2,,city
10900016001631,مشهد 3,مشهد-3,,city
10900016001632,مشهد 4,مشهد-4,,city
10900016001643,مشهد 5,مشهد-5,,city
10900016001644,مشهد 6,مشهد-6,,city
10900016001645,مشهد 7,مشهد-7,,city
10900016001646,مشهد 8,مشهد-8,,city
10900016001647,مشهد 9,مشهد-9,,city
10900016001648,مشهد 10,مشهد-10,,city
10900016002000,مشهد 12,مشهد-12,,city
10900016002524,مشهد 11,مشهد-11,,city
10900016002526,مشهد ثامن,مشهد-ثامن,,city
10900016002436,رضویه,رضویه,,city
10900017002564,چکنه,چکنه,,city
10900017001394,نیشابور,نیشابور,,city
10900017002041,بار,بار,,city
10900017002786,نیشابور 1,نیشابور-1,,city
10900017002787,نیشابور 2,نیشابور-2,,city
10900022001390,فریمان,فریمان,,city
10900022002566,فرهادگرد,فرهادگرد,,city
10900018001386,چناران,چناران,,city
10900018002998,رادکان,رادکان,,city
10900018002999,سیدآباد,سیدآباد,,city
10900019002213,سنگان,سنگان,,city
10900019001358,خواف,خواف,,city
10900019002565,نشتیفان,نشتیفان,,city
10900019002439,قاسم آباد,قاسم-آباد,,city
10900019001021,سده,سده,,city
10900019002605,سلامی,سلامی,,city
10900020002607,مزدآوند,مزدآوند,,city
10900020001387,سرخس,سرخس,,city
10900022002442,قلندر آباد,قلندر-آباد,,city
10900022002608,سفید سنگ,سفید-سنگ,,city
10900023002440,انابد,انابد,,city
10900023001379,بردسکن,بردسکن,,city
10900023002090,شهرآباد,شهرآباد,,city
10900027002606,جنگل,جنگل,,city
10900027001359,رشتخوار,رشتخوار,,city
10900028001019,چنار,چنار,,city
10900028002609,شهر زو,شهر-زو,,city
10900028001391,کلات,کلات,,city
10900028001023,حسن آباد,حسن-آباد,,city
10900029002656,کندر,کندر,,city
10900029001380,خلیل آباد,خلیل-آباد,,city
10900030002069,شادمهر,شادمهر,,city
10900030001360,فیض آباد,فیض-آباد,,city
10900031001382,بجستان,بجستان,,city
10900031002610,یونسی,یونسی,,city
10900032001389,طرقبه,طرقبه,,city
10900033002220,فیروزه,فیروزه,,city
10900032001388,شاندیز,شاندیز,,city
10900033001018,گرماب,گرماب,,city
10900033002066,همت آباد,همت-آباد,,city
10900034001596,جغتای,جغتای,,city
10900034002901,ریواده,ریواده,,city
10900035002135,دولت آباد,دولت-آباد,,city
10900035002950,چخماق,چخماق,,city
10900038002902,مشکان,مشکان,,city
10900036002184,نقاب,نقاب,,city
10900036002889,حکم آباد,حکم-آباد,,city
10900037002134,باخرز,باخرز,,city
10900037002970,قلعه نو علیا,قلعه-نو-علیا,,city
10900038002343,سلطان آباد,سلطان-آباد,,city
10900038002986,نوده انقلاب,نوده-انقلاب,,city
10900039002244,داورزن,داورزن,,city
10900039002964,ریوند,ریوند,,city
10900040001362,صالح آباد,صالح-آباد,,city
10900040002980,جنت آباد,جنت-آباد,,city
10900041002348,ریوش,ریوش,,city
10900042001393,درود,درود,,city
10900042002246,قدمگاه,قدمگاه,,city
10900042002349,خرو,خرو,,city
10900044002854,گلبهار,گلبهار,,city
10900042002965,اسحق آباد,اسحق-آباد,,city
10900043002344,ششتمد,ششتمد,,city
10900043001054,شامکان,شامکان,,city
10900044002068,گلمکان,گلمکان,,city
10900045002438,عشق آباد,عشق-آباد,,city
1100001001395,اردستان,اردستان,,city
1100001001396,زواره,زواره,,city
1100001002214,مهاباد,مهاباد,,city
1100005002923,بیده,بیده,,city
1100002001406,اصفهان,اصفهان,,city
1100002001407,اصفهان 15,اصفهان-15,,city
1100002001633,اصفهان 1,اصفهان-1,,city
1100002001634,اصفهان 2,اصفهان-2,,city
1100002001635,اصفهان 3,اصفهان-3,,city
1100002001636,اصفهان 4,اصفهان-4,,city
1100002001637,اصفهان 5,اصفهان-5,,city
1100002001638,اصفهان 6,اصفهان-6,,city
1100002001639,اصفهان 7,اصفهان-7,,city
1100002001640,اصفهان 8,اصفهان-8,,city
1100002001641,اصفهان 9,اصفهان-9,,city
1100002001642,اصفهان 10,اصفهان-10,,city
1100002002001,اصفهان 12,اصفهان-12,,city
1100002002002,اصفهان 13,اصفهان-13,,city
1100002002021,قهجاورستان,قهجاورستان,,city
1100002002089,اصفهان 14,اصفهان-14,,city
1100002002554,اصفهان 11,اصفهان-11,,city
1100002002611,بهارستان,بهارستان,,city
1100002002830,زیار,زیار,,city
1100003001410,خمینی شهر,خمینی-شهر,,city
1100003001411,درچه,درچه,,city
1100003002188,کوشک,کوشک,,city
1100003002755,اصغرآباد,اصغرآباد,,city
1100004001031,ویست,ویست,,city
1100004001413,خوانسار,خوانسار,,city
1100005002443,کمه,کمه,,city
1100005001414,سمیرم,سمیرم,,city
1100005002249,حنا,حنا,,city
1100005002351,ونک,ونک,,city
1100005002936,فتح آباد,فتح-آباد,,city
1100006001417,داران,داران,,city
1100006002251,دامنه,دامنه,,city
1100007001418,فریدونشهر,فریدونشهر,,city
1100007002569,برف انبار,برف-انبار,,city
1100008001048,طاد,طاد,,city
1100008002215,پیربکران,پیربکران,,city
1100008002444,بهاران شهر,بهاران-شهر,,city
1100008001049,بوستان زر,بوستان-زر,,city
1100008001419,فلاورجان,فلاورجان,,city
1100008001420,کلیشاد و سودرجان,کلیشاد-و-سودرجان,,city
1100008002252,ابریشم,ابریشم,,city
1100008002445,اشترجان,اشترجان,,city
1100008002997,مینادشت,مینادشت,,city
1100008001439,قهدریجان,قهدریجان,,city
1100008002789,زازران,زازران,,city
1100009001422,شهرضا,شهرضا,,city
1100009002446,منظریه,منظریه,,city
11000010001424,قمصر,قمصر,,city
11000010002447,جوشقان قالی,جوشقان-قالی,,city
11000010002831,کامو و چوگان,کامو-و-چوگان,,city
11000010001425,کاشان,کاشان,,city
11000010002657,مشکات,مشکات,,city
11000010002302,نیاسر,نیاسر,,city
11000010002542,برزک,برزک,,city
11000011001426,گلپایگان,گلپایگان,,city
11000011001427,گوگد,گوگد,,city
11000011002511,گلشهر,گلشهر,,city
11000012001429,باغ بهادران,باغ-بهادران,,city
11000012002121,چرمهین,چرمهین,,city
11000012001430,چمگردان,چمگردان,,city
11000012001431,زرین شهر,زرین-شهر,,city
11000012001432,سده لنجان,سده-لنجان,,city
11000012002112,ورنامخواست,ورنامخواست,,city
11000012002128,فولادشهر,فولادشهر,,city
11000012002504,زاینده رود,زاینده-رود,,city
11000012002788,باغشاد,باغشاد,,city
11000013001433,انارک,انارک,,city
11000013001435,نایین,نایین,,city
11000013002078,بافران,بافران,,city
11000014001440,نجف آباد,نجف-آباد,,city
11000014002045,جوزدان,جوزدان,,city
11000014002122,گلدشت,گلدشت,,city
11000014002570,کهریزسنگ,کهریزسنگ,,city
11000014001437,دهق,دهق,,city
11000014001438,علویجه,علویجه,,city
11000015001442,نطنز,نطنز,,city
11000015002754,طرق رود,طرق-رود,,city
11000015001441,بادرود,بادرود,,city
11000015002612,خالدآباد,خالدآباد,,city
11000016001408,میمه,میمه,,city
11000016001409,وزوان,وزوان,,city
11000016001598,لای بید,لای-بید,,city
11000016001401,شاهین شهر,شاهین-شهر,,city
11000016001402,گزبرخوار,گزبرخوار,,city
11000016001597,گرگاب,گرگاب,,city
11000017001428,مبارکه,مبارکه,,city
11000017001599,مجلسی,مجلسی,,city
11000017002189,دیزیچه,دیزیچه,,city
11000017002204,طالخونچه,طالخونچه,,city
11000017002448,کرکوند,کرکوند,,city
11000017002572,زیباشهر,زیباشهر,,city
11000017002937,ده سرخ,ده-سرخ,,city
11000018002279,ابوزیدآباد,ابوزیدآباد,,city
11000018001423,آران و بیدگل,آران-و-بیدگل,,city
11000018002505,نوش آباد,نوش-آباد,,city
11000018002543,سفید شهر,سفید-شهر,,city
11000019002449,عسگران,عسگران,,city
11000019001436,تیران,تیران,,city
11000019002573,رضوانشهر,رضوانشهر,,city
11000020001415,چادگان,چادگان,,city
11000020002352,رزوه,رزوه,,city
11000021001421,دهاقان,دهاقان,,city
11000021002093,گلشن,گلشن,,city
11000022001397,حبیب آباد,حبیب-آباد,,city
11000022002094,شاپورآباد,شاپورآباد,,city
11000022002571,کمشچه,کمشچه,,city
11000022001398,خورزوق,خورزوق,,city
11000022001399,دستگرد,دستگرد,,city
11000022001400,دولت آباد,دولت-آباد,,city
11000022002756,سین,سین,,city
11000023001434,خور,خور,,city
11000023002077,فرخی,فرخی,,city
11000023002203,جندق,جندق,,city
11000024001416,بویین و میاندشت,بویین-و-میاندشت,,city
11000024002250,افوس,افوس,,city
11000025001403,کوهپایه,کوهپایه,,city
11000025002513,تودشک,تودشک,,city
11000025002350,سجزی,سجزی,,city
11000026002186,نیک آباد,نیک-آباد,,city
11000026002247,محمدآباد,محمدآباد,,city
11000026002512,نصرآباد,نصرآباد,,city
11000026002187,حسن اباد,حسن-اباد,,city
11000027001404,ورزنه,ورزنه,,city
11000028001405,هرند,هرند,,city
11000028002248,اژیه,اژیه,,city
1110001002450,بزمان,بزمان,,city
1110001001443,ایرانشهر,ایرانشهر,,city
1110002001446,چاه بهار,چاه-بهار,,city
1110002002894,پلان,پلان,,city
1110003001449,خاش,خاش,,city
1110003002979,اسماعیل آباد,اسماعیل-آباد,,city
1110003002915,ده رییس,ده-رییس,,city
1110004001450,زابل,زابل,,city
1110004002453,بنجار,بنجار,,city
1110005001451,زاهدان,زاهدان,,city
1110005001681,زاهدان 1,زاهدان-1,,city
1110005001682,زاهدان 2,زاهدان-2,,city
1110005001683,زاهدان 3,زاهدان-3,,city
1110005002862,زاهدان 4,زاهدان-4,,city
1110005002863,زاهدان 5,زاهدان-5,,city
1110005002454,نصرت آباد,نصرت-آباد,,city
1110005002891,سرجنگل,سرجنگل,,city
1110006001453,سراوان,سراوان,,city
1110006002047,محمدی,محمدی,,city
1110006002048,گشت,گشت,,city
1110006002455,سیرکان,سیرکان,,city
1110006001047,اسفندک,اسفندک,,city
1110007002456,بنت,بنت,,city
1110007001448,نیک شهر,نیک-شهر,,city
1110007001001,چانف,چانف,,city
1110008002501,پیشین,پیشین,,city
1110008002461,راسک,راسک,,city
1110008002890,پارود,پارود,,city
1110009001447,کنارک,کنارک,,city
11100010002978,جزینک,جزینک,,city
11100010002173,زهک,زهک,,city
11100011002514,دوست محمد,دوست-محمد,,city
11100011002916,قرقری,قرقری,,city
11100012002451,گلمورتی,گلمورتی,,city
11100012002914,چگرد,چگرد,,city
11100013002355,مهرستان,مهرستان,,city
11100013002893,آشار,آشار,,city
11100014001027,سیب,سیب,,city
11100014002174,سوران,سوران,,city
11100014002613,هیدوچ,هیدوچ,,city
11100015002353,ادیمی,ادیمی,,city
11100016002354,محمدآباد,محمدآباد,,city
11100016002046,علی اکبر,علی-اکبر,,city
11100017001452,میرجاوه,میرجاوه,,city
11100017001078,لادیز,لادیز,,city
11100017002912,ریگ ملک,ریگ-ملک,,city
11100018001445,قصرقند,قصرقند,,city
11100018002892,ساربوک,ساربوک,,city
11100019002175,فنوج,فنوج,,city
11100019002913,گتیج,گتیج,,city
11100020002049,محمدان,محمدان,,city
11100020002172,بمپور,بمپور,,city
11100020001028,قاسم آباد,قاسم-آباد,,city
11100021002452,نوک آباد,نوک-آباد,,city
11100022001029,بریس,بریس,,city
11100022001444,نگور,نگور,,city
11100023002499,سرباز,سرباز,,city
11100024002191,جالق,جالق,,city
11100025002506,اسپکه,اسپکه,,city
11100026002739,زرآباد,زرآباد,,city
1120001002457,آرمرده,آرمرده,,city
1120002002460,بابارشانی,بابارشانی,,city
1120002002785,پیرتاج,پیرتاج,,city
1120001001454,بانه,بانه,,city
1120001002458,کانی سور,کانی-سور,,city
1120001002459,بویین سفلی,بویین-سفلی,,city
1120002002190,یاسوکند,یاسوکند,,city
1120002001455,بیجار,بیجار,,city
1120002002784,توپ آغاج,توپ-آغاج,,city
1120003002502,صاحب,صاحب,,city
1120003001456,سقز,سقز,,city
1120003002924,سنته,سنته,,city
1120004001458,سنندج,سنندج,,city
1120004001672,سنندج 1,سنندج-1,,city
1120004001673,سنندج 2,سنندج-2,,city
1120004001674,سنندج 3,سنندج-3,,city
1120004002462,شویشه,شویشه,,city
1120004002895,حسین آباد,حسین-آباد,,city
1120005001462,قروه,قروه,,city
1120005001461,سریش آباد,سریش-آباد,,city
1120005002463,دزج,دزج,,city
1120005001037,مالوجه,مالوجه,,city
1120005002426,دلبران,دلبران,,city
1120006002753,برده رشه,برده-رشه,,city
1120006002464,چناره,چناره,,city
1120006001463,مریوان,مریوان,,city
1120006002055,کانی دینار,کانی-دینار,,city
1120007002465,زرینه,زرینه,,city
1120007001459,دیواندره,دیواندره,,city
1120007002925,هزارکانیان,هزارکانیان,,city
1120008001457,کامیاران,کامیاران,,city
1120008002466,موچش,موچش,,city
1120009002752,اورامان تخت,اورامان-تخت,,city
1120009002205,سروآباد,سروآباد,,city
11200010001460,دهگلان,دهگلان,,city
11200010002042,بلبان آباد,بلبان-آباد,,city
1130001002467,فرسفج,فرسفج,,city
1130001001464,تویسرکان,تویسرکان,,city
1130001001465,سرکان,سرکان,,city
1130002002253,ازندریان,ازندریان,,city
1130002002468,جوکار,جوکار,,city
1130002001466,سامن,سامن,,city
1130002001467,ملایر,ملایر,,city
1130002002871,اسلام شهر آق گل,اسلام-شهر-آق-گل,,city
1130002002658,زنگنه,زنگنه,,city
1130003002206,فیروزان,فیروزان,,city
1130003001468,نهاوند,نهاوند,,city
1130003002659,برزول,برزول,,city
1130003002660,گیان,گیان,,city
1130004002356,قهاوند,قهاوند,,city
1130004001474,مریانج,مریانج,,city
1130004001475,همدان,همدان,,city
1130004001691,همدان 1,همدان-1,,city
1130004001692,همدان 2,همدان-2,,city
1130004002254,جورقان,جورقان,,city
1130004002522,همدان 3,همدان-3,,city
1130004002523,همدان 4,همدان-4,,city
1130005002469,گل تپه,گل-تپه,,city
1130005001473,کبودرآهنگ,کبودرآهنگ,,city
1130005002470,شیرین سو,شیرین-سو,,city
1130006001469,اسدآباد,اسدآباد,,city
1130006002994,پالیز,پالیز,,city
1130008002357,دمق,دمق,,city
1130006002758,آجین,آجین,,city
1130007001472,لالجین,لالجین,,city
1130007002757,مهاجران,مهاجران,,city
1130007001471,بهار,بهار,,city
1130007002216,صالح آباد,صالح-آباد,,city
1130008002171,رزن,رزن,,city
1130009002192,فامنین,فامنین,,city
11300010001064,شاهنجرین,شاهنجرین,,city
11300010002870,کرفس,کرفس,,city
11300010001470,قروه درگزین,قروه-درگزین,,city
1140001002152,گندمان,گندمان,,city
1140001001478,بروجن,بروجن,,city
1140001001479,فرادبنه,فرادبنه,,city
1140001002306,سفیددشت,سفیددشت,,city
1140001002706,نقنه,نقنه,,city
1140001001477,بلداجی,بلداجی,,city
1140002001482,شهرکرد,شهرکرد,,city
1140002001484,هفشجان,هفشجان,,city
1140002002123,کیان,کیان,,city
1140002002359,طاقانک,طاقانک,,city
1140002002471,نافچ,نافچ,,city
1140002002113,سورشجان,سورشجان,,city
1140002002614,سودجان,سودجان,,city
1140002002838,هارونی,هارونی,,city
1140003001486,فارسان,فارسان,,city
1140003002805,گوجان,گوجان,,city
1140003002124,بآباحیدر,بآباحیدر,,city
1140003002938,فیل آباد,فیل-آباد,,city
