کد استان,نام استان,کد شهرستان,نام شهرستان,کد بخش,نام بخش,کد دهستان/ شهر,نام دهستان/ شهر,CODEREC,نام,FARICODE,DIAG
24,اردبیل,09,نیر,02,كوراییم,0002,یورتچی شرقی,6,دوشانلو/دوشانجق /,,
24,اردبیل,09,نیر,02,كوراییم,0002,یورتچی شرقی,6,سایین,,
24,اردبیل,09,نیر,02,كوراییم,0002,یورتچی شرقی,6,سعیدخانلو,,
24,اردبیل,09,نیر,02,كوراییم,0002,یورتچی شرقی,6,سقدل,,
24,اردبیل,09,نیر,02,كوراییم,0002,یورتچی شرقی,6,سیاه پوش,,
24,اردبیل,09,نیر,02,كوراییم,0002,یورتچی شرقی,6,صادقلو,,
24,اردبیل,09,نیر,02,كوراییم,0002,یورتچی شرقی,6,قاسم قشلاقی,,
24,اردبیل,09,نیر,02,كوراییم,0002,یورتچی شرقی,6,قلعه جوق,,
24,اردبیل,09,نیر,02,كوراییم,0002,یورتچی شرقی,6,قورتولموش,,
24,اردبیل,09,نیر,02,كوراییم,0002,یورتچی شرقی,6,قنان قران,,
24,اردبیل,09,نیر,02,كوراییم,0002,یورتچی شرقی,6,كچل آباد,,
24,اردبیل,09,نیر,02,كوراییم,0002,یورتچی شرقی,6,کریق بزرگ,,
24,اردبیل,09,نیر,02,كوراییم,0002,یورتچی شرقی,6,گلی,,
24,اردبیل,09,نیر,02,كوراییم,0002,یورتچی شرقی,6,وكیل آباد,,
24,اردبیل,09,نیر,02,كوراییم,0002,یورتچی شرقی,6,پیله سهران خرابه,,
24,اردبیل,10,سرعین,01,مركزی,0001,آب گرم,6,اق قلعه,,
24,اردبیل,10,سرعین,01,مركزی,0001,آب گرم,6,بیله درق,,
24,اردبیل,10,سرعین,01,مركزی,0001,آب گرم,6,كرده ده,,
24,اردبیل,10,سرعین,01,مركزی,0001,آب گرم,6,كلخوران ویند,,
24,اردبیل,10,سرعین,01,مركزی,0001,آب گرم,6,كنزق,,
24,اردبیل,10,سرعین,01,مركزی,0001,آب گرم,6,ورنیاب,,
24,اردبیل,10,سرعین,01,مركزی,0001,آب گرم,6,ویندكلخوران,,
24,اردبیل,10,سرعین,01,مركزی,0001,آب گرم,6,لاطران,,
24,اردبیل,10,سرعین,01,مركزی,0002,الوارس,6,اسب مرز,,
24,اردبیل,10,سرعین,01,مركزی,0002,الوارس,6,الداشین,,
24,اردبیل,10,سرعین,01,مركزی,0002,الوارس,6,الوارس,,
24,اردبیل,10,سرعین,01,مركزی,0002,الوارس,6,اوجور,,
24,اردبیل,10,سرعین,01,مركزی,0002,الوارس,6,شایق,,
24,اردبیل,10,سرعین,01,مركزی,0002,الوارس,6,گازیر,,
24,اردبیل,10,سرعین,01,مركزی,0002,الوارس,6,ورگه سران,,
24,اردبیل,10,سرعین,02,سبلان,0001,سبلان,6,اندراب,,
24,اردبیل,10,سرعین,02,سبلان,0001,سبلان,6,دراباد,,
24,اردبیل,10,سرعین,02,سبلان,0001,سبلان,6,شمس آباد,,
24,اردبیل,10,سرعین,02,سبلان,0001,سبلان,6,كلور,,
24,اردبیل,10,سرعین,02,سبلان,0002,ارجستان,6,اتشگاه,,
24,اردبیل,10,سرعین,02,سبلان,0002,ارجستان,6,الوچه سبلان,,
24,اردبیل,10,سرعین,02,سبلان,0002,ارجستان,6,ارجستان,,
24,اردبیل,10,سرعین,02,سبلان,0002,ارجستان,6,ایران دره سی,,
24,اردبیل,10,سرعین,02,سبلان,0002,ارجستان,6,بنمارسبلان,,
24,اردبیل,10,سرعین,02,سبلان,0002,ارجستان,6,تازه كندسبلان,,
24,اردبیل,10,سرعین,02,سبلان,0002,ارجستان,6,سامانلوی بزرگ,,
24,اردبیل,10,سرعین,02,سبلان,0002,ارجستان,6,سیین,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,اسکو علیا_ محمد حسنلو,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,اسکو سفلی _ مدینه قشلاقی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,کچی قشلاقی سفلی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,اسدقشلاقی 1,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,اسدکندی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,افچی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,ایدیرسفلی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,باغشلوکندی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,بوزچه سفلی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,بوزچه علیا,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,پلنگلو,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,تربت کندی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,سیف خانلو,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,عیوض لو,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,قارشقاتپه سی سفلی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,قره قباق علیا   /اژدربیگلو,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,قشلاق گدایلو,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,کورلار,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,گدایلو,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,مقصودلوی سفلی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,قشلاق احمدی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,مقصودلوی وسطی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,مقصودلوی علیا,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,اسدقشلاقی 2,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,اسدقشلاقی شماره3,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,قشلاق قهرمانلو,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,قشلاق بوزچه سفلی 1,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,قشلاق بوزچه علیا,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,قشلاق سیف خانلو1,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,قشلاق سیف خانلو2,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,پادگان مرزی اصلاندوز,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,کچی قشلاقی وسطی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,کچی قشلاقی علیا,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,ایدیرعلیا,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,قشلاق گبلو,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0001,اصلاندوز غربی,6,بوزچه وسطی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0003,اصلاندوز شرقی,6,اق قباق سفلی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0003,اصلاندوز شرقی,6,اق قباق علیا,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0003,اصلاندوز شرقی,6,اق قباق وسطی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0003,اصلاندوز شرقی,6,حاج امیرکندی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0003,اصلاندوز شرقی,6,تیمورکندی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0003,اصلاندوز شرقی,6,قشلاق حاج اسپرکندی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0003,اصلاندوز شرقی,6,حسین قشلاقی گورابازلو,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0003,اصلاندوز شرقی,6,حسین قشلاقی حاج خواجه لو,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0003,اصلاندوز شرقی,6,محبوب کندی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0003,اصلاندوز شرقی,6,خانلرقشلاقی حاج بالابیگ لو,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0003,اصلاندوز شرقی,6,سرخای بیگلو,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0003,اصلاندوز شرقی,6,عمران آباد,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0003,اصلاندوز شرقی,6,قشلاق حاج اقاقلی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0003,اصلاندوز شرقی,6,قشلاق حاجی بایندر,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0003,اصلاندوز شرقی,6,قلیچ خان کندی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0003,اصلاندوز شرقی,6,گورشادکندی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0003,اصلاندوز شرقی,6,نورمحمدکندی سفلی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0003,اصلاندوز شرقی,6,قشلاق بالاجا,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0003,اصلاندوز شرقی,6,نورمحمدکندی وسطی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0003,اصلاندوز شرقی,6,نورمحمدکندی علیا,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0003,اصلاندوز شرقی,6,قشلاق حاجی نصی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0003,اصلاندوز شرقی,6,خانلارقشلاقی حاج الم قلی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0003,اصلاندوز شرقی,6,قشلاق حاج میصرکندی,,
24,اردبیل,11,اصلاندوز,01,مرکزی,0003,اصلاندوز شرقی,6,بهرام کندی,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,بران سفلی,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قارشقاتپه سی علیا,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قره تکانلو,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق الاپاپاخ,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق ایری دره حاج چاپار,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق ایری دره حاج محبت,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق تولکیوگوجه لر,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق تولکیلوگلمرادی,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق چوخلی قویی بهادروهمت,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق چوخلی قویی حاج اکبر,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق چوخلی قویی خداش,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق چوخلی قویی حاج حسن اختری,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق چوخلی قویی حاج رمضان,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق حاج طالب,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق حاجی بالاخان,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق حاجی غلام,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,الم لوتبریز,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,الم لوشاه علی,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق فرج اله حاج سارخان,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق فرج اله حسن,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق فرج اله قدیر,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق فرج اله نماز,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق کاظم اوغلان,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق کاظم اوغلان اصغر,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق ایاق ایری حاج محمدعلی,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق موزوهلر,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قوشاقشلاق حسن,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق چوخلی قویی حسین اق باشلار,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق اجاق 1,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق چوخلی قویی حاج حسنعلی,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق تره چی,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق جلیلو,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق حاجی پنجالو,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق حاج نصرت,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق اله وردی,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,اسماعیل کندی1,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,اسماعیل کندی2,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق قره تکانلوخیراله,,
24,اردبیل,11,اصلاندوز,02,بران,0001,بران,6,قشلاق قره تکانلوامراله,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,گوزلی,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,قشلاق غایب ومحمدعلی,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,دوه دره سی,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,ساری قشلاق,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,قشلاق اغ کهل / حسن کهل/,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,قشلاق ایمان قویی محمدجلیلی,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,قشلاق ایمان قویی مشهدعلی,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,قشلاق تک قویی مطلب وعلی خان,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,قشلاق تکقویی قره پیران حضرتقلی,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,قشلاق ساری قویی احمدخان,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,قشلاق ساری قویی زاهد,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,قشلاق ساری قویی شاه مار,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,قشلاق ساری قویی میکاییل,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,قشلاق سوموکلوحیدر,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,قشلاق سوموکلوجلیل,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,قشلاق سوموکلومعیر,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,قشلاق قبله گاه اله وردی وپاپر,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,قشلاق قبله گاه عباسعلی,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,قشلاق قبله گاه علی اصلان,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,قشلاق قبله گاه گل اصلان,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,قشلاق قنبرلوحاج محمدحسن,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,قشلاق قنبرلورستم قنبرلوی وسطی,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,قشلاق قنبرلوی علیا,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,کل تپه,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,تقی کندی,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,امیرخانلو,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,دلیک یارقان,,
24,اردبیل,11,اصلاندوز,02,بران,0002,قشلاق غربی,6,قشلاق تک قویی قره پیران,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,برون قشلاق سفلی,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,کهل قشلاق,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,اروج علیلو,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,اوچبلاغ,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,پنجه علی خرابه سی,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,پیرلو,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,تکبلاغ انگوت,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,تپلقا,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,صیاداباد,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,جبیلو,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,جدا,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,خان محمدلو,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,داشقاپو,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,درگاهلو,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,شاعرلو,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,شوردرق سفلی,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,شوردرق علیا,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,شهبازلو,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,عباس علیلو,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,اصغرخانلو,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,قربانلو,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,قشلاق بخشعلی,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,قشلاق جدا/جداقشلاقی /,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,قیلولو,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,کورامالو,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,گرمی انگوت,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,ماراللوی جعفرقلی خانلو,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,ملالو/مالالار/,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,هدیلو,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,یل سویی,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,احدبیگلو,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,ارزنق,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,اقاوردیلو,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,تکه چی,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,تکدام برزند,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,جهانگیرلو,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,چنار,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,حسین خانلو,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,خانعلی دره سی,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,داشبلاغ برزند,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,درگاهلوی برزند,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,شعبانلو,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,صالح بیگلو,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,قباله کندی,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,قطارسفلی,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,قطارعلیا,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,ماراللوی کلبلو,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,محمدتقی کندی,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,منصورلو,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,نریمان,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,برون قشلاق علیا,,
24,اردبیل,12,انگوت,01,مرکزی,0001,انگوت شرقی,6,محمدقلی بیگ لو,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,ایستی باغچه,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,چاروق داش,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,خسبک,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,فرخ لو,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,ولی بیگلو,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,ادام دره سی سفلی,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,ادام دره سی علیا,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,اغ تپه,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,اللهیارلو,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,انجیرلو,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,پیره پیرلو,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,دانیال,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,دلیک داش,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,دومولی,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,زاویه سنگ,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,قشلاق زاویه  / زاویه قشلاق,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,شهیدمحمدپور / سامانلو/,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,قشلاق سولی بر,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,سیدجوادلو,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,سیدمحمدلو,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,شورستان,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,شیخ رضی,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,قارقشلاقی,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,قره اغاج بالا,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,قره اغاج پایین,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,قلیچ خانلو,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,قوری درق,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,قوزلو,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,کردکندی,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,کلانتر,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,کهنه کند,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,کینو,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,گلین بلاغی,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,چنار,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,گوده کهریز,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,گونی کند,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,قشلاق لیقنچی,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,لاچین دره سی,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,مردان,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,مسجدلو,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,نولو/ اسمعلی کندی,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,ولیلو,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,هیبت سفلی,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,هیبت علیا,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,هیزان,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,پلنگلو,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,قشلاق هلان,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,قشلاق تیلاندار,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,عمارت,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,بیش دیبک,,
24,اردبیل,12,انگوت,01,مرکزی,0002,انگوت غربی,6,گردوس,,
24,اردبیل,12,انگوت,02,دره رود,0001,دره رود شمالی,6,حاجی عباس کندی,,
24,اردبیل,12,انگوت,02,دره رود,0001,دره رود شمالی,6,دیک داش,,
24,اردبیل,12,انگوت,02,دره رود,0001,دره رود شمالی,6,قشلاق اقابابا,,
24,اردبیل,12,انگوت,02,دره رود,0001,دره رود شمالی,6,قویطول,,
24,اردبیل,12,انگوت,02,دره رود,0001,دره رود شمالی,6,قشلاق دولاما,,
24,اردبیل,12,انگوت,02,دره رود,0001,دره رود شمالی,6,چنار,,
24,اردبیل,12,انگوت,02,دره رود,0001,دره رود شمالی,6,اقامحمدبیگلو,,
24,اردبیل,12,انگوت,02,دره رود,0001,دره رود شمالی,6,ایلخچی /قشلاق ایلخچی /,,
24,اردبیل,12,انگوت,02,دره رود,0001,دره رود شمالی,6,تولان,,
24,اردبیل,12,انگوت,02,دره رود,0001,دره رود شمالی,6,دلیکیارقان,,
