57 دهستان بناب آذربايجان شرقي مرند مرکزي 10141010 1000015501
58 دهستان دولت آباد آذربايجان شرقي مرند مرکزي 10141011 1000015519
59 دهستان زنوزق آذربايجان شرقي مرند مرکزي 10141012 1000015527
60 دهستان ميشاب شمالي آذربايجان شرقي مرند مرکزي 10141014 1000015543
61 دهستان هرزندات شرقي آذربايجان شرقي مرند مرکزي 10141015 1000015550
62 دهستان هرزندات غربي آذربايجان شرقي مرند مرکزي 10141016 1000015568
63 شهر مرند آذربايجان شرقي مرند مرکزي 101410500 1000041218
64 شهر زنوز آذربايجان شرقي مرند مرکزي 101410501 1000041226
65 شهر بناب مرند آذربايجان شرقي مرند مرکزي 101410503 1000041242
66 بخش يامچي آذربايجان شرقي مرند 101411 1000004711
67 دهستان ذوالبين آذربايجان شرقي مرند يامچي 10141110 1000015576
68 دهستان يکانات آذربايجان شرقي مرند يامچي 10141111 1000015584
69 شهر يامچي آذربايجان شرقي مرند يامچي 101411500 1000041259
70 بخش کشکسراي آذربايجان شرقي مرند 101412 1002574422
71 دهستان کشکسراي آذربايجان شرقي مرند کشکسراي 10141210 1000015535
72 دهستان يالقوز آغاج آذربايجان شرقي مرند کشکسراي 10141211 1002574414
73 شهر کشکسراي آذربايجان شرقي مرند کشکسراي 101412500 1000041234
74 شهر ديزج حسين بيگ آذربايجان شرقي مرند کشکسراي 101412501 1001986049
75 شهرستان ميانه آذربايجان شرقي 1015 1000000388
76 بخش مرکزي آذربايجان شرقي ميانه 101510 1000004729
77 دهستان اوچ تپه شرقي آذربايجان شرقي ميانه مرکزي 10151010 1000015592
78 دهستان شيخ درآباد آذربايجان شرقي ميانه مرکزي 10151011 1000015600


79 دهستان قافالنکوه غربي آذربايجان شرقي ميانه مرکزي 10151012 1000015618
80 دهستان کله بوزشرقي آذربايجان شرقي ميانه مرکزي 10151013 1000015626
81 دهستان کله بوزغربي آذربايجان شرقي ميانه مرکزي 10151014 1000015634
82 دهستان گرمه جنوبي آذربايجان شرقي ميانه مرکزي 10151015 1000015642
83 دهستان قزل اوزن آذربايجان شرقي ميانه مرکزي 10151016 1000015659
84 شهر ميانه آذربايجان شرقي ميانه مرکزي 101510500 1000041267
85 شهر آچاچي آذربايجان شرقي ميانه مرکزي 101510501 1000041275
86 بخش کاغذکنان آذربايجان شرقي ميانه 101511 1000004737
87 دهستان قافالنکوه شرقي آذربايجان شرقي ميانه کاغذکنان 10151110 1000015667
88 دهستان کاغذکنان شمالي آذربايجان شرقي ميانه کاغذکنان 10151111 1000015675
89 دهستان کاغذکنان مرکزي آذربايجان شرقي ميانه کاغذکنان 10151112 1000015683
90 شهر آقکند آذربايجان شرقي ميانه کاغذکنان 101511500 1000041283
91 بخش ترکمانچاي آذربايجان شرقي ميانه 101512 1000004745
92 دهستان اوچ تپه غربي آذربايجان شرقي ميانه ترکمانچاي 10151210 1000015691
93 دهستان بروانان شرقي آذربايجان شرقي ميانه ترکمانچاي 10151211 1000015709
94 دهستان بروانان غربي آذربايجان شرقي ميانه ترکمانچاي 10151212 1000015717
95 دهستان بروانان مرکزي آذربايجان شرقي ميانه ترکمانچاي 10151213 1000015725
96 شهر ترکمانچاي آذربايجان شرقي ميانه ترکمانچاي 101512500 1000041291
97 بخش کندوان آذربايجان شرقي ميانه 101513 1000004752
98 دهستان تيرچائي آذربايجان شرقي ميانه کندوان 10151310 1000015733
99 دهستان کندوان آذربايجان شرقي ميانه کندوان 10151311 1000015741
100 دهستان گرمه شمالي آذربايجان شرقي ميانه کندوان 10151312 1000015758
101 شهر ترک آذربايجان شرقي ميانه کندوان 101513500 1000041309
102 شهرستان هشترود آذربايجان شرقي 1016 1000000396
103 بخش مرکزي آذربايجان شرقي هشترود 101610 1000004760
104 دهستان چاراويماق شمالشرقي آذربايجان شرقي هشترود مرکزي 10161010 1000015766


105 دهستان سلوک آذربايجان شرقي هشترود مرکزي 10161011 1000015774
106 دهستان علي آباد آذربايجان شرقي هشترود مرکزي 10161012 1000015782
107 دهستان قرانقو آذربايجان شرقي هشترود مرکزي 10161013 1000015790
108 دهستان کوهسار آذربايجان شرقي هشترود مرکزي 10161014 1000015808
109 شهر هشترود آذربايجان شرقي هشترود مرکزي 101610500 1000041317
110 بخش نظرکهريزي آذربايجان شرقي هشترود 101611 1000004778
111 دهستان آلمالو آذربايجان شرقي هشترود نظرکهريزي 10161110 1000015816
112 دهستان نظرکهريزي آذربايجان شرقي هشترود نظرکهريزي 10161111 1000015824
113 شهر نظر کهريزي آذربايجان شرقي هشترود نظرکهريزي 101611500 1000041325
114 شهرستان کليبر آذربايجان شرقي 1017 1000000404
115 بخش مرکزي آذربايجان شرقي کليبر 101710 1000004786
116 دهستان پيغان چايي آذربايجان شرقي کليبر مرکزي 10171010 1000015832
117 دهستان موالن آذربايجان شرقي کليبر مرکزي 10171011 1000015840
118 دهستان ميشه پاره آذربايجان شرقي کليبر مرکزي 10171012 1000015857
119 دهستان ييالق آذربايجان شرقي کليبر مرکزي 10171013 1000015865
120 شهر کليبر آذربايجان شرقي کليبر مرکزي 101710500 1000041333
121 بخش آبش احمد آذربايجان شرقي کليبر 101711 1000004794
122 دهستان آبش احمد آذربايجان شرقي کليبر آبش احمد 10171110 1000015873
123 دهستان سيدان آذربايجان شرقي کليبر آبش احمد 10171111 1000015881
124 دهستان قشالق آذربايجان شرقي کليبر آبش احمد 10171112 1000015899
125 شهر آبش احمد آذربايجان شرقي کليبر آبش احمد 101711500 1000041341
126 شهرستان هريس آذربايجان شرقي 1018 1000000412
127 بخش مرکزي آذربايجان شرقي هريس 101810 1000004802
128 دهستان بدوستان شرقي آذربايجان شرقي هريس مرکزي 10181010 1000015907
129 دهستان خانمرود آذربايجان شرقي هريس مرکزي 10181011 1000015915
130 دهستان باروق آذربايجان شرقي هريس مرکزي 10181012 1000015923


131 شهر هريس آذربايجان شرقي هريس مرکزي 101810500 1000041358
132 شهر زرنق آذربايجان شرقي هريس مرکزي 101810501 1000041366
133 شهر بخشايش آذربايجان شرقي هريس مرکزي 101810502 1000041374
134 شهر کلوانق آذربايجان شرقي هريس مرکزي 101810503 1000041382
135 بخش خواجه آذربايجان شرقي هريس 101811 1000004810
136 دهستان مواضع خان شرقي آذربايجان شرقي هريس خواجه 10181110 1000015931
137 دهستان مواضع خان شمالي آذربايجان شرقي هريس خواجه 10181111 1000015949
138 دهستان بدوستان غربي آذربايجان شرقي هريس خواجه 10181112 1000015956
139 شهر خواجه آذربايجان شرقي هريس خواجه 101811500 1000041390
140 شهر اربطان آذربايجان شرقي هريس خواجه 101811501 1000545275
141 شهرستان بناب آذربايجان شرقي 1019 1000000420
142 بخش مرکزي آذربايجان شرقي بناب 101910 1000004828
143 دهستان بناجوي شرقي آذربايجان شرقي بناب مرکزي 10191010 1000015964
144 دهستان بناجوي شمالي آذربايجان شرقي بناب مرکزي 10191011 1000015972
145 دهستان بناجوي غربي آذربايجان شرقي بناب مرکزي 10191012 1000015980
146 شهر بناب آذربايجان شرقي بناب مرکزي 101910500 1000041408
147 شهر خوشه مهر آذربايجان شرقي بناب مرکزي 101910501 1000544658
148 شهرستان بستان آباد آذربايجان شرقي 1020 1000000438
149 بخش مرکزي آذربايجان شرقي بستان آباد 102010 1000004836
150 دهستان اوجان غربي آذربايجان شرقي بستان آباد مرکزي 10201010 1000015998
151 دهستان شبلي آذربايجان شرقي بستان آباد مرکزي 10201011 1000016004
152 دهستان قوريگل آذربايجان شرقي بستان آباد مرکزي 10201012 1000016012
153 دهستان مهرانرود جنوبي آذربايجان شرقي بستان آباد مرکزي 10201013 1000016020
154 دهستان مهرانرود مرکزي آذربايجان شرقي بستان آباد مرکزي 10201014 1000016038
155 شهر بستان آباد آذربايجان شرقي بستان آباد مرکزي 102010500 1000041416
156 شهر کرد کندي آذربايجان شرقي بستان آباد مرکزي 102010501 1001543550


157 بخش تيکمه داش آذربايجان شرقي بستان آباد 102011 1000004844
158 دهستان اوجان شرقي آذربايجان شرقي بستان آباد تيکمه داش 10201110 1000016046
159 دهستان سهندآباد آذربايجان شرقي بستان آباد تيکمه داش 10201111 1000016053
160 دهستان عباس شرقي آذربايجان شرقي بستان آباد تيکمه داش 10201112 1000016061
161 دهستان عباس غربي آذربايجان شرقي بستان آباد تيکمه داش 10201113 1000016079
162 شهر تيکمه داش آذربايجان شرقي بستان آباد تيکمه داش 102011500 1000041424
163 شهرستان شبستر آذربايجان شرقي 1021 1000000446
164 بخش مرکزي آذربايجان شرقي شبستر 102110 1000004851
165 دهستان سيس آذربايجان شرقي شبستر مرکزي 10211010 1000016087
166 دهستان گوني شرقي آذربايجان شرقي شبستر مرکزي 10211011 1000016095
167 دهستان گوني مرکزي آذربايجان شرقي شبستر مرکزي 10211012 1000016103
168 شهر شبستر آذربايجان شرقي شبستر مرکزي 102110500 1000041432
169 شهر خامنه آذربايجان شرقي شبستر مرکزي 102110501 1000041440
170 شهر شرفخانه آذربايجان شرقي شبستر مرکزي 102110502 1000041457
171 شهر شند آباد آذربايجان شرقي شبستر مرکزي 102110503 1000041465
172 شهر سيس آذربايجان شرقي شبستر مرکزي 102110504 1000041473
173 شهر وايقان آذربايجان شرقي شبستر مرکزي 102110505 1000041481
174 شهر کوزه کنان آذربايجان شرقي شبستر مرکزي 102110506 1000041499
175 شهر عليشاه آذربايجان شرقي شبستر مرکزي 102110507 1000907475
176 شهر داريان آذربايجان شرقي شبستر مرکزي 102110508 1000907491
177 بخش صوفيان آذربايجان شرقي شبستر 102111 1000004869
178 دهستان رودقات آذربايجان شرقي شبستر صوفيان 10211110 1000016111
179 دهستان چله خانه آذربايجان شرقي شبستر صوفيان 10211111 1000016129
180 دهستان ميشوجنوبي آذربايجان شرقي شبستر صوفيان 10211112 1000016137
181 شهر صوفيان آذربايجان شرقي شبستر صوفيان 102111500 1000041507
182 بخش تسوج آذربايجان شرقي شبستر 102112 1000004877


183 دهستان چهرگان آذربايجان شرقي شبستر تسوج 10211210 1000016145
184 دهستان گوني غربي آذربايجان شرقي شبستر تسوج 10211211 1000016152
185 شهر تسوج آذربايجان شرقي شبستر تسوج 102112500 1000041515
186 شهرستان جلفا آذربايجان شرقي 1022 1000000453
187 بخش مرکزي آذربايجان شرقي جلفا 102210 1000004885
188 دهستان ارسي آذربايجان شرقي جلفا مرکزي 10221010 1000016160
189 دهستان شجاع آذربايجان شرقي جلفا مرکزي 10221011 1000016178
190 دهستان داران آذربايجان شرقي جلفا مرکزي 10221012 1000016186
191 شهر جلفا آذربايجان شرقي جلفا مرکزي 102210500 1000041523
192 شهر هاديشهر آذربايجان شرقي جلفا مرکزي 102210501 1000041531
193 بخش سيه رود آذربايجان شرقي جلفا 102211 1000004893
194 دهستان ديزمارغربي آذربايجان شرقي جلفا سيه رود 10221110 1000016194
195 دهستان نوجه مهر آذربايجان شرقي جلفا سيه رود 10221111 1000016202
196 شهر سيه رود آذربايجان شرقي جلفا سيه رود 102211500 1000041549
197 شهرستان ملکان آذربايجان شرقي 1023 1000000461
198 بخش مرکزي آذربايجان شرقي ملکان 102310 1000004901
199 دهستان گاودول شرقي آذربايجان شرقي ملکان مرکزي 10231010 1000016210
200 دهستان گاودول غربي آذربايجان شرقي ملکان مرکزي 10231011 1000016228
201 دهستان گاودول مرکزي آذربايجان شرقي ملکان مرکزي 10231012 1000016236
202 شهر ملکان آذربايجان شرقي ملکان مرکزي 102310500 1000041556
203 شهر مبارک شهر آذربايجان شرقي ملکان مرکزي 102310501 1000041564
204 بخش ليالن آذربايجان شرقي ملکان 102311 1000004919
205 دهستان ليالن جنوبي آذربايجان شرقي ملکان ليالن 10231110 1000016244
206 دهستان ليالن شمالي آذربايجان شرقي ملکان ليالن 10231111 1000016251
207 شهر ليالن آذربايجان شرقي ملکان ليالن 102311500 1000041572
208 شهرستان آذرشهر آذربايجان شرقي 1024 1000000479


209 بخش ممقان آذربايجان شرقي آذرشهر 102410 1000004927
210 دهستان شهرک آذربايجان شرقي آذرشهر ممقان 10241010 1000016269
211 شهر ممقان آذربايجان شرقي آذرشهر ممقان 102410500 1000041580
212 بخش گوگان آذربايجان شرقي آذرشهر 102411 1000004935
213 دهستان تيمورلو آذربايجان شرقي آذرشهر گوگان 10241110 1000016277
214 دهستان دستجرد آذربايجان شرقي آذرشهر گوگان 10241111 1000016285
215 شهر گوگان آذربايجان شرقي آذرشهر گوگان 102411500 1000041598
216 شهر تيمورلو آذربايجان شرقي آذرشهر گوگان 102411501 1000041606
217 بخش حومه آذربايجان شرقي آذرشهر 102412 1000004943
218 دهستان شيرامين آذربايجان شرقي آذرشهر حومه 10241210 1000016293
219 دهستان قبله داغي آذربايجان شرقي آذرشهر حومه 10241211 1000016301
220 دهستان قاضي جهان آذربايجان شرقي آذرشهر حومه 10241212 1000016319
221 دهستان ينگجه آذربايجان شرقي آذرشهر حومه 10241213 1000016327
222 شهر آذر شهر آذربايجان شرقي آذرشهر حومه 102412500 1000041614
223 شهرستان اسکو آذربايجان شرقي 1025 1000000487
224 بخش مرکزي آذربايجان شرقي اسکو 102510 1000004950
225 دهستان باويل آذربايجان شرقي اسکو مرکزي 10251010 1000016335
226 دهستان سهند آذربايجان شرقي اسکو مرکزي 10251011 1000016343
227 دهستان گنبر آذربايجان شرقي اسکو مرکزي 10251012 1000016350
228 شهر اسکو آذربايجان شرقي اسکو مرکزي 102510500 1000041622
229 شهر شهر جديد سهند آذربايجان شرقي اسکو مرکزي 102510900 1000041630
230 بخش ايلخچي آذربايجان شرقي اسکو 102511 1000004968
231 دهستان جزيره آذربايجان شرقي اسکو ايلخچي 10251110 1000016368
232 دهستان شورکات جنوبي آذربايجان شرقي اسکو ايلخچي 10251111 1000016376
233 شهر ايلخچي آذربايجان شرقي اسکو ايلخچي 102511500 1000041648
234 شهرستان چاراويماق آذربايجان شرقي 1026 1000000495


235 بخش مرکزي آذربايجان شرقي چاراويماق 102610 1000004976
236 دهستان چاراويماق جنوبغربي آذربايجان شرقي چاراويماق مرکزي 10261010 1000016384
237 دهستان چاراويماق مرکزي آذربايجان شرقي چاراويماق مرکزي 10261011 1000016392
238 دهستان قوري چاي شرقي آذربايجان شرقي چاراويماق مرکزي 10261012 1000016400
239 دهستان ورقه آذربايجان شرقي چاراويماق مرکزي 10261013 1000016418
240 شهر قره آغاج آذربايجان شرقي چاراويماق مرکزي 102610500 1000041655
241 بخش شاديان آذربايجان شرقي چاراويماق 102611 1000004984
242 دهستان چاراويماق جنوبشرقي آذربايجان شرقي چاراويماق شاديان 10261110 1000016426
243 دهستان چاراويماق شرقي آذربايجان شرقي چاراويماق شاديان 10261111 1000016434
244 شهرستان عجب شير آذربايجان شرقي 1027 1000000503
245 بخش مرکزي آذربايجان شرقي عجب شير 102710 1000004992
246 دهستان ديزجرودغربي آذربايجان شرقي عجب شير مرکزي 10271010 1000016442
247 دهستان خضرلو آذربايجان شرقي عجب شير مرکزي 10271011 1000016459
248 شهر عجب شير آذربايجان شرقي عجب شير مرکزي 102710500 1000041663
249 بخش قلعه چاي آذربايجان شرقي عجب شير 102711 1000005007
250 دهستان ديزجرودشرقي آذربايجان شرقي عجب شير قلعه چاي 10271110 1000016467
251 دهستان کوهستان آذربايجان شرقي عجب شير قلعه چاي 10271111 1000016475
252 شهر جوان قلعه آذربايجان شرقي عجب شير قلعه چاي 102711500 1000041671
253 شهرستان ورزقان آذربايجان شرقي 1028 1000000511
254 بخش مرکزي آذربايجان شرقي ورزقان 102810 1000005015
255 دهستان ازومدل جنوبي آذربايجان شرقي ورزقان مرکزي 10281010 1000016483
256 دهستان ازومدل شمالي آذربايجان شرقي ورزقان مرکزي 10281011 1000016491
257 دهستان سينا آذربايجان شرقي ورزقان مرکزي 10281012 1000016509
258 دهستان بکرآباد آذربايجان شرقي ورزقان مرکزي 10281013 1000016517
259 شهر ورزقان آذربايجان شرقي ورزقان مرکزي 102810500 1000041689
260 بخش خاروانا آذربايجان شرقي ورزقان 102811 1000005023


261 دهستان ارزيل آذربايجان شرقي ورزقان خاروانا 10281110 1000016525
262 دهستان جوشين آذربايجان شرقي ورزقان خاروانا 10281111 1000016533
263 دهستان ديزمارمرکزي آذربايجان شرقي ورزقان خاروانا 10281112 1000016541
264 شهر خاروانا آذربايجان شرقي ورزقان خاروانا 102811500 1000041697
265 شهرستان خدا آفرين آذربايجان شرقي 1029 1000000529
266 بخش مرکزي آذربايجان شرقي خدا آفرين 102910 1000005031
267 دهستان کيوان آذربايجان شرقي خدا آفرين مرکزي 10291010 1000016558
268 دهستان بسطاملو آذربايجان شرقي خدا آفرين مرکزي 10291011 1000016566
269 شهر خمارلو آذربايجان شرقي خدا آفرين مرکزي 102910500 1000041705
270 بخش گرمادوز آذربايجان شرقي خدا آفرين 102911 1000005049
271 دهستان گرمادوزغربي آذربايجان شرقي خدا آفرين گرمادوز 10291110 1000016574
272 دهستان گرمادوزشرقي آذربايجان شرقي خدا آفرين گرمادوز 10291111 1000016582
273 شهر الريجان آذربايجان شرقي خدا آفرين گرمادوز 102911500 1000577856
274 شهر الريجان آذربايجان شرقي خدا آفرين گرمادوز 102911500 1000577856
275 بخش منجوان آذربايجان شرقي خدا آفرين 102912 1000005056
276 دهستان ديزمارشرقي آذربايجان شرقي خدا آفرين منجوان 10291210 1000016590
277 دهستان منجوان شرقي آذربايجان شرقي خدا آفرين منجوان 10291211 1000016608
278 دهستان منجوان غربي آذربايجان شرقي خدا آفرين منجوان 10291212 1000016616
279 شهر عاشقلو آذربايجان شرقي خدا آفرين منجوان 102912500 1000577864
280 شهرستان هوراند آذربايجان شرقي 1030 1000372647
281 بخش مرکزي آذربايجان شرقي هوراند 103010 1000004679
282 دهستان دودانگه آذربايجان شرقي هوراند مرکزي 10301010 1000015394
283 دهستان ديکله آذربايجان شرقي هوراند مرکزي 10301011 1000015402
284 شهر هوراند آذربايجان شرقي هوراند مرکزي 103010500 1000041168
285 بخش چهاردانگه آذربايجان شرقي هوراند 103011 1000372621
286 دهستان چهاردانگه شمالي آذربايجان شرقي هوراند چهاردانگه 10301110 1000015386


287 دهستان چهاردانگه جنوبي آذربايجان شرقي هوراند چهاردانگه 10301111 1000372605
288 استان آذربايجان غربي 11 1000000032
289 شهرستان اروميه آذربايجان غربي 1110 1000000537
290 بخش مرکزي آذربايجان غربي اروميه 111010 1000005064
291 دهستان باراندوز آذربايجان غربي اروميه مرکزي 11101010 1000016624
292 دهستان باراندوزچاي جنوبي آذربايجان غربي اروميه مرکزي 11101011 1000016632
293 دهستان باراندوزچاي شمالي آذربايجان غربي اروميه مرکزي 11101012 1000016640
294 دهستان باش قلعه آذربايجان غربي اروميه مرکزي 11101013 1000016657
295 دهستان بکشلوچاي آذربايجان غربي اروميه مرکزي 11101014 1000016665
296 دهستان ترکمان آذربايجان غربي اروميه مرکزي 11101015 1000016673
297 دهستان دول آذربايجان غربي اروميه مرکزي 11101016 1000016681
298 دهستان روضه چاي آذربايجان غربي اروميه مرکزي 11101017 1000016699
299 دهستان نازلوي جنوبي آذربايجان غربي اروميه مرکزي 11101018 1000016707
300 شهر اروميه آذربايجان غربي اروميه مرکزي 111010500 1000041713
301 بخش سيلوانه آذربايجان غربي اروميه 111011 1000005072
302 دهستان ترگور آذربايجان غربي اروميه سيلوانه 11101110 1000016715
303 دهستان دشت آذربايجان غربي اروميه سيلوانه 11101111 1000016723
304 دهستان مرگور آذربايجان غربي اروميه سيلوانه 11101112 1000016731
305 شهر سيلوانه آذربايجان غربي اروميه سيلوانه 111011500 1000041721
306 بخش صوماي برادوست آذربايجان غربي اروميه 111012 1000005080
307 دهستان برادوست آذربايجان غربي اروميه صوماي برادوست 11101210 1000016749
308 دهستان صوماي جنوبي آذربايجان غربي اروميه صوماي برادوست 11101211 1000016756
309 دهستان صوماي شمالي آذربايجان غربي اروميه صوماي برادوست 11101212 1000016764
310 شهر سرو آذربايجان غربي اروميه صوماي برادوست 111012500 1000041739
311 بخش انزل آذربايجان غربي اروميه 111013 1000005098
312 دهستان انزل جنوبي آذربايجان غربي اروميه انزل 11101310 1000016772


313 دهستان انزل شمالي آذربايجان غربي اروميه انزل 11101311 1000016780
314 شهر قوشچي آذربايجان غربي اروميه انزل 111013500 1000041747
315 بخش نازلو آذربايجان غربي اروميه 111014 1000005106
316 دهستان طالتپه آذربايجان غربي اروميه نازلو 11101410 1000016798
317 دهستان نازلوچاي آذربايجان غربي اروميه نازلو 11101411 1000016806
318 دهستان نازلوشمالي آذربايجان غربي اروميه نازلو 11101412 1000016814
319 شهر نوشين آذربايجان غربي اروميه نازلو 111014500 1000041754
320 شهرستان خوي آذربايجان غربي 1111 1000000545
321 بخش مرکزي آذربايجان غربي خوي 111110 1000005114
322 دهستان ديزج آذربايجان غربي خوي مرکزي 11111010 1000016822
323 دهستان رهال آذربايجان غربي خوي مرکزي 11111011 1000016830
324 دهستان قره سو آذربايجان غربي خوي مرکزي 11111013 1000016855
325 دهستان گوهران آذربايجان غربي خوي مرکزي 11111014 1000016863
326 شهر خوي آذربايجان غربي خوي مرکزي 111110500 1000041762
327 شهر ديزج ديز آذربايجان غربي خوي مرکزي 111110502 1000041788
328 بخش ايواوغلي آذربايجان غربي خوي 111111 1000005122
329 دهستان ايواوغلي آذربايجان غربي خوي ايواوغلي 11111110 1000016871
330 دهستان ولديان آذربايجان غربي خوي ايواوغلي 11111111 1000016889
331 شهر ايواوغلي آذربايجان غربي خوي ايواوغلي 111111500 1000041796
332 بخش صفائيه آذربايجان غربي خوي 111112 1000005130
333 دهستان الند آذربايجان غربي خوي صفائيه 11111210 1000016897
334 دهستان سکمن آباد آذربايجان غربي خوي صفائيه 11111211 1000016905
335 شهر زرآباد آذربايجان غربي خوي صفائيه 111112500 1000041804
336 بخش قطور آذربايجان غربي خوي 111113 1000005148
337 دهستان قطور آذربايجان غربي خوي قطور 11111310 1000016913
338 دهستان زري آذربايجان غربي خوي قطور 11111311 1000016921


339 شهر قطور آذربايجان غربي خوي قطور 111113500 1000041812
340 بخش فيرورق آذربايجان غربي خوي 111114 1000545101
341 دهستان فيرورق جنوبي آذربايجان غربي خوي فيرورق 11111410 1000016848
342 دهستان فيرورق شمالي آذربايجان غربي خوي فيرورق 11111411 1000545093
343 شهر فيرورق آذربايجان غربي خوي فيرورق 111114500 1000041770
344 شهرستان مهاباد آذربايجان غربي 1112 1000000552
345 بخش مرکزي آذربايجان غربي مهاباد 111210 1000005155
346 دهستان آختاچي غربي آذربايجان غربي مهاباد مرکزي 11121010 1000016939
347 دهستان مکريان شرقي آذربايجان غربي مهاباد مرکزي 11121011 1000016947
348 دهستان مکريان غربي آذربايجان غربي مهاباد مرکزي 11121012 1000016954
349 شهر مهاباد آذربايجان غربي مهاباد مرکزي 111210500 1000041820
350 شهر گوگ تپه آذربايجان غربي مهاباد مرکزي 111210501 1000321313
351 بخش خليفان آذربايجان غربي مهاباد 111211 1000005163
352 دهستان کاني بازار آذربايجان غربي مهاباد خليفان 11121110 1000016962
353 دهستان منگورشرقي آذربايجان غربي مهاباد خليفان 11121111 1000016970
354 شهر خليفان آذربايجان غربي مهاباد خليفان 111211500 1000041838
355 شهرستان ماکو آذربايجان غربي 1113 1000000560
356 بخش مرکزي آذربايجان غربي ماکو 111310 1000005171
357 دهستان چايباسارجنوبي آذربايجان غربي ماکو مرکزي 11131010 1000016988
358 دهستان قلعه دره سي آذربايجان غربي ماکو مرکزي 11131011 1000016996
359 دهستان قره سو آذربايجان غربي ماکو مرکزي 11131012 1000017002
